"subj" "expt" "item" "condition" "pos" "word" "correct" "rt" "so" "rcpos" "region"
"887" 16 "e1" 10 "a" "3" "送花童" "-" 353 -0.5 "4" "headnoun"
"897" 16 "e1" 20 "c" "3" "乘客" "-" 303 0.5 "4" "headnoun"
"908" 17 "e1" 3 "c" "3" "作家" "-" 540 0.5 "4" "headnoun"
"918" 17 "e1" 5 "a" "3" "經理" "-" 1170 -0.5 "4" "headnoun"
"927" 17 "e1" 9 "a" "3" "鄰居" "-" 928 -0.5 "4" "headnoun"
"938" 17 "e1" 19 "c" "3" "軍官" "-" 1437 0.5 "4" "headnoun"
"948" 17 "e1" 1 "a" "3" "學生" "-" 535 -0.5 "4" "headnoun"
"959" 17 "e1" 7 "c" "3" "女孩" "-" 530 0.5 "4" "headnoun"
"972" 17 "e1" 11 "c" "4" "警探" "-" 364 0.5 "4" "headnoun"
"983" 17 "e1" 17 "a" "3" "逃犯" "-" 1095 -0.5 "4" "headnoun"
"995" 17 "e1" 15 "c" "3" "詩人" "-" 1241 0.5 "4" "headnoun"
"1008" 17 "e1" 13 "a" "4" "小提琴家" "-" 1674 -0.5 "4" "headnoun"
"1018" 18 "e1" 18 "c" "3" "官員" "-" 490 0.5 "4" "headnoun"
"1028" 18 "e1" 10 "c" "3" "送花童" "-" 1604 0.5 "4" "headnoun"
"1038" 18 "e1" 6 "c" "3" "議員" "-" 273 0.5 "4" "headnoun"
"1048" 18 "e1" 8 "a" "3" "演員" "-" 243 -0.5 "4" "headnoun"
"1061" 18 "e1" 14 "c" "3" "清潔工" "-" 302 0.5 "4" "headnoun"
"1075" 18 "e1" 16 "a" "3" "老處女" "-" 333 -0.5 "4" "headnoun"
"1089" 18 "e1" 12 "a" "3" "喜劇" "-" 293 -0.5 "4" "headnoun"
"1102" 18 "e1" 20 "a" "3" "乘客" "-" 399 -0.5 "4" "headnoun"
"1113" 18 "e1" 4 "a" "3" "指揮家" "-" 293 -0.5 "4" "headnoun"
"1124" 18 "e1" 2 "c" "3" "工程師" "-" 313 0.5 "4" "headnoun"
"1135" 19 "e1" 11 "a" "4" "警探" "-" 978 -0.5 "4" "headnoun"
"1146" 19 "e1" 1 "c" "3" "學生" "-" 576 0.5 "4" "headnoun"
"1157" 19 "e1" 15 "a" "3" "詩人" "-" 530 -0.5 "4" "headnoun"
"1169" 19 "e1" 5 "c" "3" "經理" "-" 1135 0.5 "4" "headnoun"
"1178" 19 "e1" 19 "a" "3" "軍官" "-" 505 -0.5 "4" "headnoun"
"1188" 19 "e1" 3 "a" "3" "作家" "-" 514 -0.5 "4" "headnoun"
"1198" 19 "e1" 7 "a" "3" "女孩" "-" 399 -0.5 "4" "headnoun"
"1210" 19 "e1" 17 "c" "3" "逃犯" "-" 490 0.5 "4" "headnoun"
"1222" 19 "e1" 9 "c" "3" "鄰居" "-" 495 0.5 "4" "headnoun"
"1234" 19 "e1" 13 "c" "4" "小提琴家" "-" 353 0.5 "4" "headnoun"
"1244" 2 "e1" 14 "c" "3" "清潔工" "-" 2548 0.5 "4" "headnoun"
"1258" 2 "e1" 16 "a" "3" "老處女" "-" 722 -0.5 "4" "headnoun"
"1272" 2 "e1" 12 "a" "3" "喜劇" "-" 1771 -0.5 "4" "headnoun"
"1285" 2 "e1" 6 "c" "3" "議員" "-" 414 0.5 "4" "headnoun"
"1295" 2 "e1" 10 "c" "3" "送花童" "-" 454 0.5 "4" "headnoun"
"1305" 2 "e1" 18 "c" "3" "官員" "-" 419 0.5 "4" "headnoun"
"1315" 2 "e1" 20 "a" "3" "乘客" "-" 354 -0.5 "4" "headnoun"
"1326" 2 "e1" 8 "a" "3" "演員" "-" 485 -0.5 "4" "headnoun"
"1339" 2 "e1" 2 "c" "3" "工程師" "-" 601 0.5 "4" "headnoun"
"1349" 2 "e1" 4 "a" "3" "指揮家" "-" 505 -0.5 "4" "headnoun"
"1360" 20 "e1" 6 "a" "3" "議員" "-" 470 -0.5 "4" "headnoun"
"1370" 20 "e1" 16 "c" "3" "老處女" "-" 353 0.5 "4" "headnoun"
"1382" 20 "e1" 12 "c" "3" "喜劇" "-" 349 0.5 "4" "headnoun"
"1396" 20 "e1" 14 "a" "3" "清潔工" "-" 258 -0.5 "4" "headnoun"
"1410" 20 "e1" 8 "c" "3" "演員" "-" 232 0.5 "4" "headnoun"
"1423" 20 "e1" 20 "c" "3" "乘客" "-" 389 0.5 "4" "headnoun"
"1434" 20 "e1" 10 "a" "3" "送花童" "-" 273 -0.5 "4" "headnoun"
"1444" 20 "e1" 18 "a" "3" "官員" "-" 222 -0.5 "4" "headnoun"
"1454" 20 "e1" 2 "a" "3" "工程師" "-" 232 -0.5 "4" "headnoun"
"1464" 20 "e1" 4 "c" "3" "指揮家" "-" 233 0.5 "4" "headnoun"
"1476" 21 "e1" 17 "a" "3" "逃犯" "-" 308 -0.5 "4" "headnoun"
"1489" 21 "e1" 11 "c" "4" "警探" "-" 338 0.5 "4" "headnoun"
"1500" 21 "e1" 9 "a" "3" "鄰居" "-" 303 -0.5 "4" "headnoun"
"1511" 21 "e1" 15 "c" "3" "詩人" "-" 349 0.5 "4" "headnoun"
"1523" 21 "e1" 5 "a" "3" "經理" "-" 369 -0.5 "4" "headnoun"
"1532" 21 "e1" 1 "a" "3" "學生" "-" 338 -0.5 "4" "headnoun"
"1543" 21 "e1" 3 "c" "3" "作家" "-" 348 0.5 "4" "headnoun"
"1554" 21 "e1" 13 "a" "4" "小提琴家" "-" 429 -0.5 "4" "headnoun"
"1564" 21 "e1" 19 "c" "3" "軍官" "-" 308 0.5 "4" "headnoun"
"1574" 21 "e1" 7 "c" "3" "女孩" "-" 329 0.5 "4" "headnoun"
"1586" 22 "e1" 16 "a" "3" "老處女" "-" 884 -0.5 "4" "headnoun"
"1600" 22 "e1" 12 "a" "3" "喜劇" "-" 701 -0.5 "4" "headnoun"
"1613" 22 "e1" 4 "a" "3" "指揮家" "-" 641 -0.5 "4" "headnoun"
"1624" 22 "e1" 14 "c" "3" "清潔工" "-" 893 0.5 "4" "headnoun"
"1638" 22 "e1" 8 "a" "3" "演員" "-" 565 -0.5 "4" "headnoun"
"1651" 22 "e1" 20 "a" "3" "乘客" "-" 409 -0.5 "4" "headnoun"
"1662" 22 "e1" 10 "c" "3" "送花童" "-" 717 0.5 "4" "headnoun"
"1672" 22 "e1" 6 "c" "3" "議員" "-" 374 0.5 "4" "headnoun"
"1682" 22 "e1" 2 "c" "3" "工程師" "-" 630 0.5 "4" "headnoun"
"1692" 22 "e1" 18 "c" "3" "官員" "-" 682 0.5 "4" "headnoun"
"1702" 23 "e1" 7 "a" "3" "女孩" "-" 702 -0.5 "4" "headnoun"
"1715" 23 "e1" 11 "a" "4" "警探" "-" 913 -0.5 "4" "headnoun"
"1726" 23 "e1" 5 "c" "3" "經理" "-" 666 0.5 "4" "headnoun"
"1736" 23 "e1" 13 "c" "4" "小提琴家" "-" 1573 0.5 "4" "headnoun"
"1746" 23 "e1" 9 "c" "3" "鄰居" "-" 585 0.5 "4" "headnoun"
"1757" 23 "e1" 3 "a" "3" "作家" "-" 525 -0.5 "4" "headnoun"
"1767" 23 "e1" 19 "a" "3" "軍官" "-" 520 -0.5 "4" "headnoun"
"1777" 23 "e1" 1 "c" "3" "學生" "-" 566 0.5 "4" "headnoun"
"1788" 23 "e1" 17 "c" "3" "逃犯" "-" 590 0.5 "4" "headnoun"
"1800" 23 "e1" 15 "a" "3" "詩人" "-" 565 -0.5 "4" "headnoun"
"1812" 24 "e1" 6 "a" "3" "議員" "-" 505 -0.5 "4" "headnoun"
"1822" 24 "e1" 20 "c" "3" "乘客" "-" 3102 0.5 "4" "headnoun"
"1833" 24 "e1" 12 "c" "3" "喜劇" "-" 3384 0.5 "4" "headnoun"
"1847" 24 "e1" 18 "a" "3" "官員" "-" 2098 -0.5 "4" "headnoun"
"1857" 24 "e1" 10 "a" "3" "送花童" "-" 2597 -0.5 "4" "headnoun"
"1867" 24 "e1" 8 "c" "3" "演員" "-" 480 0.5 "4" "headnoun"
"1880" 24 "e1" 2 "a" "3" "工程師" "-" 7381 -0.5 "4" "headnoun"
"1890" 24 "e1" 4 "c" "3" "指揮家" "-" 4331 0.5 "4" "headnoun"
"1902" 24 "e1" 14 "a" "3" "清潔工" "-" 2335 -0.5 "4" "headnoun"
"1916" 24 "e1" 16 "c" "3" "老處女" "-" 1810 0.5 "4" "headnoun"
"1928" 25 "e1" 7 "c" "3" "女孩" "-" 379 0.5 "4" "headnoun"
"1940" 25 "e1" 17 "a" "3" "逃犯" "-" 308 -0.5 "4" "headnoun"
"1953" 25 "e1" 13 "a" "4" "小提琴家" "-" 310 -0.5 "4" "headnoun"
"1963" 25 "e1" 5 "a" "3" "經理" "-" 369 -0.5 "4" "headnoun"
"1972" 25 "e1" 15 "c" "3" "詩人" "-" 308 0.5 "4" "headnoun"
"1985" 25 "e1" 11 "c" "4" "警探" "-" 303 0.5 "4" "headnoun"
"1996" 25 "e1" 3 "c" "3" "作家" "-" 313 0.5 "4" "headnoun"
"2006" 25 "e1" 1 "a" "3" "學生" "-" 313 -0.5 "4" "headnoun"
"2017" 25 "e1" 9 "a" "3" "鄰居" "-" 283 -0.5 "4" "headnoun"
"2028" 25 "e1" 19 "c" "3" "軍官" "-" 303 0.5 "4" "headnoun"
"2038" 26 "e1" 10 "c" "3" "送花童" "-" 540 0.5 "4" "headnoun"
"2048" 26 "e1" 16 "a" "3" "老處女" "-" 439 -0.5 "4" "headnoun"
"2062" 26 "e1" 4 "a" "3" "指揮家" "-" 711 -0.5 "4" "headnoun"
"2073" 26 "e1" 12 "a" "3" "喜劇" "-" 535 -0.5 "4" "headnoun"
"2086" 26 "e1" 2 "c" "3" "工程師" "-" 454 0.5 "4" "headnoun"
"2096" 26 "e1" 8 "a" "3" "演員" "-" 439 -0.5 "4" "headnoun"
"2109" 26 "e1" 6 "c" "3" "議員" "-" 414 0.5 "4" "headnoun"
"2119" 26 "e1" 14 "c" "3" "清潔工" "-" 449 0.5 "4" "headnoun"
"2133" 26 "e1" 20 "a" "3" "乘客" "-" 429 -0.5 "4" "headnoun"
"2144" 26 "e1" 18 "c" "3" "官員" "-" 419 0.5 "4" "headnoun"
"2154" 27 "e1" 17 "c" "3" "逃犯" "-" 2501 0.5 "4" "headnoun"
"2167" 27 "e1" 11 "a" "4" "警探" "-" 3318 -0.5 "4" "headnoun"
"2178" 27 "e1" 3 "a" "3" "作家" "-" 2153 -0.5 "4" "headnoun"
"2189" 27 "e1" 13 "c" "4" "小提琴家" "-" 10213 0.5 "4" "headnoun"
"2199" 27 "e1" 15 "a" "3" "詩人" "-" 686 -0.5 "4" "headnoun"
"2211" 27 "e1" 9 "c" "3" "鄰居" "-" 3292 0.5 "4" "headnoun"
"2222" 27 "e1" 7 "a" "3" "女孩" "-" 626 -0.5 "4" "headnoun"
"2234" 27 "e1" 19 "a" "3" "軍官" "-" 3393 -0.5 "4" "headnoun"
"2244" 27 "e1" 5 "c" "3" "經理" "-" 2072 0.5 "4" "headnoun"
"2253" 27 "e1" 1 "c" "3" "學生" "-" 4139 0.5 "4" "headnoun"
"2264" 28 "e1" 8 "c" "3" "演員" "-" 1276 0.5 "4" "headnoun"
"2277" 28 "e1" 10 "a" "3" "送花童" "-" 474 -0.5 "4" "headnoun"
"2287" 28 "e1" 6 "a" "3" "議員" "-" 752 -0.5 "4" "headnoun"
"2297" 28 "e1" 4 "c" "3" "指揮家" "-" 1488 0.5 "4" "headnoun"
"2309" 28 "e1" 12 "c" "3" "喜劇" "-" 546 0.5 "4" "headnoun"
"2323" 28 "e1" 14 "a" "3" "清潔工" "-" 1049 -0.5 "4" "headnoun"
"2337" 28 "e1" 2 "a" "3" "工程師" "-" 656 -0.5 "4" "headnoun"
"2347" 28 "e1" 18 "a" "3" "官員" "-" 425 -0.5 "4" "headnoun"
"2357" 28 "e1" 16 "c" "3" "老處女" "-" 490 0.5 "4" "headnoun"
"2369" 28 "e1" 20 "c" "3" "乘客" "-" 2385 0.5 "4" "headnoun"
"2380" 29 "e1" 17 "a" "3" "逃犯" "-" 661 -0.5 "4" "headnoun"
"2392" 29 "e1" 1 "a" "3" "學生" "-" 353 -0.5 "4" "headnoun"
"2404" 29 "e1" 13 "a" "4" "小提琴家" "-" 247 -0.5 "4" "headnoun"
"2414" 29 "e1" 3 "c" "3" "作家" "-" 373 0.5 "4" "headnoun"
"2424" 29 "e1" 19 "c" "3" "軍官" "-" 334 0.5 "4" "headnoun"
"2434" 29 "e1" 7 "c" "3" "女孩" "-" 268 0.5 "4" "headnoun"
"2446" 29 "e1" 15 "c" "3" "詩人" "-" 338 0.5 "4" "headnoun"
"2459" 29 "e1" 11 "c" "4" "警探" "-" 222 0.5 "4" "headnoun"
"2470" 29 "e1" 5 "a" "3" "經理" "-" 218 -0.5 "4" "headnoun"
"2479" 29 "e1" 9 "a" "3" "鄰居" "-" 252 -0.5 "4" "headnoun"
"2490" 3 "e1" 1 "c" "3" "學生" "-" 384 0.5 "4" "headnoun"
"2501" 3 "e1" 17 "c" "3" "逃犯" "-" 227 0.5 "4" "headnoun"
"2513" 3 "e1" 7 "a" "3" "女孩" "-" 308 -0.5 "4" "headnoun"
"2526" 3 "e1" 13 "c" "4" "小提琴家" "-" 222 0.5 "4" "headnoun"
"2536" 3 "e1" 15 "a" "3" "詩人" "-" 217 -0.5 "4" "headnoun"
"2548" 3 "e1" 19 "a" "3" "軍官" "-" 177 -0.5 "4" "headnoun"
"2558" 3 "e1" 3 "a" "3" "作家" "-" 329 -0.5 "4" "headnoun"
"2568" 3 "e1" 9 "c" "3" "鄰居" "-" 238 0.5 "4" "headnoun"
"2579" 3 "e1" 5 "c" "3" "經理" "-" 218 0.5 "4" "headnoun"
"2589" 3 "e1" 11 "a" "4" "警探" "-" 293 -0.5 "4" "headnoun"
"2600" 30 "e1" 6 "c" "3" "議員" "-" 654 0.5 "4" "headnoun"
"2610" 30 "e1" 12 "a" "3" "喜劇" "-" 559 -0.5 "4" "headnoun"
"2623" 30 "e1" 14 "c" "3" "清潔工" "-" 803 0.5 "4" "headnoun"
"2637" 30 "e1" 2 "c" "3" "工程師" "-" 483 0.5 "4" "headnoun"
"2647" 30 "e1" 8 "a" "3" "演員" "-" 429 -0.5 "4" "headnoun"
"2660" 30 "e1" 4 "a" "3" "指揮家" "-" 478 -0.5 "4" "headnoun"
"2671" 30 "e1" 16 "a" "3" "老處女" "-" 614 -0.5 "4" "headnoun"
"2685" 30 "e1" 20 "a" "3" "乘客" "-" 549 -0.5 "4" "headnoun"
"2696" 30 "e1" 18 "c" "3" "官員" "-" 408 0.5 "4" "headnoun"
"2706" 30 "e1" 10 "c" "3" "送花童" "-" 680 0.5 "4" "headnoun"
"2716" 31 "e1" 5 "c" "3" "經理" "-" 1120 0.5 "4" "headnoun"
"2726" 31 "e1" 13 "c" "4" "小提琴家" "-" 1145 0.5 "4" "headnoun"
"2736" 31 "e1" 15 "a" "3" "詩人" "-" 1170 -0.5 "4" "headnoun"
"2748" 31 "e1" 7 "a" "3" "女孩" "-" 337 -0.5 "4" "headnoun"
"2760" 31 "e1" 3 "a" "3" "作家" "-" 327 -0.5 "4" "headnoun"
"2771" 31 "e1" 11 "a" "4" "警探" "-" 549 -0.5 "4" "headnoun"
"2782" 31 "e1" 17 "c" "3" "逃犯" "-" 569 0.5 "4" "headnoun"
"2794" 31 "e1" 19 "a" "3" "軍官" "-" 605 -0.5 "4" "headnoun"
"2804" 31 "e1" 9 "c" "3" "鄰居" "-" 332 0.5 "4" "headnoun"
"2815" 31 "e1" 1 "c" "3" "學生" "-" 514 0.5 "4" "headnoun"
"2826" 32 "e1" 16 "c" "3" "老處女" "-" 2266 0.5 "4" "headnoun"
"2838" 32 "e1" 8 "c" "3" "演員" "-" 595 0.5 "4" "headnoun"
"2851" 32 "e1" 14 "a" "3" "清潔工" "-" 458 -0.5 "4" "headnoun"
"2865" 32 "e1" 4 "c" "3" "指揮家" "-" 857 0.5 "4" "headnoun"
"2877" 32 "e1" 20 "c" "3" "乘客" "-" 524 0.5 "4" "headnoun"
"2888" 32 "e1" 18 "a" "3" "官員" "-" 408 -0.5 "4" "headnoun"
"2898" 32 "e1" 6 "a" "3" "議員" "-" 514 -0.5 "4" "headnoun"
"2908" 32 "e1" 12 "c" "3" "喜劇" "-" 433 0.5 "4" "headnoun"
"2922" 32 "e1" 10 "a" "3" "送花童" "-" 468 -0.5 "4" "headnoun"
"2932" 32 "e1" 2 "a" "3" "工程師" "-" 418 -0.5 "4" "headnoun"
"2942" 33 "e1" 17 "a" "3" "逃犯" "-" 857 -0.5 "4" "headnoun"
"2955" 33 "e1" 13 "a" "4" "小提琴家" "-" 3674 -0.5 "4" "headnoun"
"2965" 33 "e1" 15 "c" "3" "詩人" "-" 2407 0.5 "4" "headnoun"
"2977" 33 "e1" 9 "a" "3" "鄰居" "-" 1857 -0.5 "4" "headnoun"
"2988" 33 "e1" 7 "c" "3" "女孩" "-" 514 0.5 "4" "headnoun"
"3000" 33 "e1" 3 "c" "3" "作家" "-" 2039 0.5 "4" "headnoun"
"3011" 33 "e1" 11 "c" "4" "警探" "-" 342 0.5 "4" "headnoun"
"3022" 33 "e1" 5 "a" "3" "經理" "-" 524 -0.5 "4" "headnoun"
"3031" 33 "e1" 19 "c" "3" "軍官" "-" 3881 0.5 "4" "headnoun"
"3041" 33 "e1" 1 "a" "3" "學生" "-" 312 -0.5 "4" "headnoun"
"3052" 34 "e1" 18 "c" "3" "官員" "-" 640 0.5 "4" "headnoun"
"3062" 34 "e1" 10 "c" "3" "送花童" "-" 1503 0.5 "4" "headnoun"
"3072" 34 "e1" 4 "a" "3" "指揮家" "-" 988 -0.5 "4" "headnoun"
"3083" 34 "e1" 14 "c" "3" "清潔工" "-" 564 0.5 "4" "headnoun"
"3097" 34 "e1" 8 "a" "3" "演員" "-" 483 -0.5 "4" "headnoun"
"3110" 34 "e1" 2 "c" "3" "工程師" "-" 564 0.5 "4" "headnoun"
"3120" 34 "e1" 12 "a" "3" "喜劇" "-" 832 -0.5 "4" "headnoun"
"3133" 34 "e1" 6 "c" "3" "議員" "-" 2720 0.5 "4" "headnoun"
"3143" 34 "e1" 16 "a" "3" "老處女" "-" 443 -0.5 "4" "headnoun"
"3157" 34 "e1" 20 "a" "3" "乘客" "-" 534 -0.5 "4" "headnoun"
"3168" 35 "e1" 9 "c" "3" "鄰居" "-" 413 0.5 "4" "headnoun"
"3179" 35 "e1" 15 "a" "3" "詩人" "-" 216 -0.5 "4" "headnoun"
"3191" 35 "e1" 1 "c" "3" "學生" "-" 271 0.5 "4" "headnoun"
"3203" 35 "e1" 11 "a" "4" "警探" "-" 211 -0.5 "4" "headnoun"
"3214" 35 "e1" 5 "c" "3" "經理" "-" 231 0.5 "4" "headnoun"
"3223" 35 "e1" 3 "a" "3" "作家" "-" 216 -0.5 "4" "headnoun"
"3233" 35 "e1" 17 "c" "3" "逃犯" "-" 211 0.5 "4" "headnoun"
"3245" 35 "e1" 19 "a" "3" "軍官" "-" 256 -0.5 "4" "headnoun"
"3256" 35 "e1" 13 "c" "4" "小提琴家" "-" 231 0.5 "4" "headnoun"
"3266" 35 "e1" 7 "a" "3" "女孩" "-" 125 -0.5 "4" "headnoun"
"3278" 36 "e1" 20 "c" "3" "乘客" "-" 322 0.5 "4" "headnoun"
"3289" 36 "e1" 4 "c" "3" "指揮家" "-" 231 0.5 "4" "headnoun"
"3301" 36 "e1" 14 "a" "3" "清潔工" "-" 251 -0.5 "4" "headnoun"
"3315" 36 "e1" 6 "a" "3" "議員" "-" 357 -0.5 "4" "headnoun"
"3325" 36 "e1" 16 "c" "3" "老處女" "-" 231 0.5 "4" "headnoun"
"3337" 36 "e1" 18 "a" "3" "官員" "-" 231 -0.5 "4" "headnoun"
"3347" 36 "e1" 8 "c" "3" "演員" "-" 246 0.5 "4" "headnoun"
"3360" 36 "e1" 12 "c" "3" "喜劇" "-" 216 0.5 "4" "headnoun"
"3374" 36 "e1" 2 "a" "3" "工程師" "-" 241 -0.5 "4" "headnoun"
"3384" 36 "e1" 10 "a" "3" "送花童" "-" 206 -0.5 "4" "headnoun"
"3394" 37 "e1" 3 "c" "3" "作家" "-" 534 0.5 "4" "headnoun"
"3404" 37 "e1" 5 "a" "3" "經理" "-" 665 -0.5 "4" "headnoun"
"3413" 37 "e1" 19 "c" "3" "軍官" "-" 609 0.5 "4" "headnoun"
"3423" 37 "e1" 7 "c" "3" "女孩" "-" 514 0.5 "4" "headnoun"
"3435" 37 "e1" 1 "a" "3" "學生" "-" 393 -0.5 "4" "headnoun"
"3446" 37 "e1" 9 "a" "3" "鄰居" "-" 483 -0.5 "4" "headnoun"
"3457" 37 "e1" 15 "c" "3" "詩人" "-" 569 0.5 "4" "headnoun"
"3470" 37 "e1" 11 "c" "4" "警探" "-" 494 0.5 "4" "headnoun"
"3481" 37 "e1" 17 "a" "3" "逃犯" "-" 529 -0.5 "4" "headnoun"
"3494" 37 "e1" 13 "a" "4" "小提琴家" "-" 478 -0.5 "4" "headnoun"
"3504" 38 "e1" 12 "a" "3" "喜劇" "-" 364 -0.5 "4" "headnoun"
"3517" 38 "e1" 20 "a" "3" "乘客" "-" 470 -0.5 "4" "headnoun"
"3528" 38 "e1" 14 "c" "3" "清潔工" "-" 898 0.5 "4" "headnoun"
"3542" 38 "e1" 6 "c" "3" "議員" "-" 402 0.5 "4" "headnoun"
"3552" 38 "e1" 2 "c" "3" "工程師" "-" 817 0.5 "4" "headnoun"
"3562" 38 "e1" 8 "a" "3" "演員" "-" 368 -0.5 "4" "headnoun"
"3575" 38 "e1" 10 "c" "3" "送花童" "-" 342 0.5 "4" "headnoun"
"3585" 38 "e1" 16 "a" "3" "老處女" "-" 2403 -0.5 "4" "headnoun"
"3599" 38 "e1" 4 "a" "3" "指揮家" "-" 943 -0.5 "4" "headnoun"
"3610" 38 "e1" 18 "c" "3" "官員" "-" 344 0.5 "4" "headnoun"
"3621" 39 "e1" 11 "a" "4" "警探" "-" 862 -0.5 "4" "headnoun"
"3632" 39 "e1" 17 "c" "3" "逃犯" "-" 544 0.5 "4" "headnoun"
"3644" 39 "e1" 5 "c" "3" "經理" "-" 751 0.5 "4" "headnoun"
"3653" 39 "e1" 3 "a" "3" "作家" "-" 423 -0.5 "4" "headnoun"
"3663" 39 "e1" 7 "a" "3" "女孩" "-" 443 -0.5 "4" "headnoun"
"3675" 39 "e1" 9 "c" "3" "鄰居" "-" 413 0.5 "4" "headnoun"
"3686" 39 "e1" 15 "a" "3" "詩人" "-" 317 -0.5 "4" "headnoun"
"3699" 39 "e1" 13 "c" "4" "小提琴家" "-" 494 0.5 "4" "headnoun"
"3709" 39 "e1" 19 "a" "3" "軍官" "-" 383 -0.5 "4" "headnoun"
"3719" 39 "e1" 1 "c" "3" "學生" "-" 418 0.5 "4" "headnoun"
"3730" 4 "e1" 16 "c" "3" "老處女" "-" 591 0.5 "4" "headnoun"
"3742" 4 "e1" 20 "c" "3" "乘客" "-" 485 0.5 "4" "headnoun"
"3753" 4 "e1" 6 "a" "3" "議員" "-" 308 -0.5 "4" "headnoun"
"3763" 4 "e1" 18 "a" "3" "官員" "-" 419 -0.5 "4" "headnoun"
"3773" 4 "e1" 4 "c" "3" "指揮家" "-" 323 0.5 "4" "headnoun"
"3785" 4 "e1" 2 "a" "3" "工程師" "-" 359 -0.5 "4" "headnoun"
"3795" 4 "e1" 14 "a" "3" "清潔工" "-" 323 -0.5 "4" "headnoun"
"3809" 4 "e1" 12 "c" "3" "喜劇" "-" 348 0.5 "4" "headnoun"
"3823" 4 "e1" 10 "a" "3" "送花童" "-" 277 -0.5 "4" "headnoun"
"3833" 4 "e1" 8 "c" "3" "演員" "-" 318 0.5 "4" "headnoun"
"3846" 40 "e1" 2 "a" "3" "工程師" "-" 620 -0.5 "4" "headnoun"
"3856" 40 "e1" 14 "a" "3" "清潔工" "-" 564 -0.5 "4" "headnoun"
"3870" 40 "e1" 10 "a" "3" "送花童" "-" 1488 -0.5 "4" "headnoun"
"3880" 40 "e1" 20 "c" "3" "乘客" "-" 483 0.5 "4" "headnoun"
"3891" 40 "e1" 8 "c" "3" "演員" "-" 493 0.5 "4" "headnoun"
"3904" 40 "e1" 18 "a" "3" "官員" "-" 569 -0.5 "4" "headnoun"
"3914" 40 "e1" 4 "c" "3" "指揮家" "-" 847 0.5 "4" "headnoun"
"3926" 40 "e1" 12 "c" "3" "喜劇" "-" 539 0.5 "4" "headnoun"
"3940" 40 "e1" 16 "c" "3" "老處女" "-" 1776 0.5 "4" "headnoun"
"3952" 40 "e1" 6 "a" "3" "議員" "-" 559 -0.5 "4" "headnoun"
"3962" 41 "e1" 1 "a" "3" "學生" "-" 251 -0.5 "4" "headnoun"
"3973" 41 "e1" 15 "c" "3" "詩人" "-" 216 0.5 "4" "headnoun"
"3986" 41 "e1" 13 "a" "4" "小提琴家" "-" 292 -0.5 "4" "headnoun"
"3996" 41 "e1" 9 "a" "3" "鄰居" "-" 256 -0.5 "4" "headnoun"
"4007" 41 "e1" 5 "a" "3" "經理" "-" 266 -0.5 "4" "headnoun"
"4016" 41 "e1" 19 "c" "3" "軍官" "-" 292 0.5 "4" "headnoun"
"4026" 41 "e1" 7 "c" "3" "女孩" "-" 312 0.5 "4" "headnoun"
"4038" 41 "e1" 17 "a" "3" "逃犯" "-" 236 -0.5 "4" "headnoun"
"4051" 41 "e1" 11 "c" "4" "警探" "-" 251 0.5 "4" "headnoun"
"4062" 41 "e1" 3 "c" "3" "作家" "-" 246 0.5 "4" "headnoun"
"4072" 42 "e1" 12 "a" "3" "喜劇" "-" 362 -0.5 "4" "headnoun"
"4085" 42 "e1" 18 "c" "3" "官員" "-" 347 0.5 "4" "headnoun"
"4095" 42 "e1" 20 "a" "3" "乘客" "-" 317 -0.5 "4" "headnoun"
"4106" 42 "e1" 8 "a" "3" "演員" "-" 362 -0.5 "4" "headnoun"
"4119" 42 "e1" 4 "a" "3" "指揮家" "-" 539 -0.5 "4" "headnoun"
"4130" 42 "e1" 14 "c" "3" "清潔工" "-" 413 0.5 "4" "headnoun"
"4144" 42 "e1" 10 "c" "3" "送花童" "-" 387 0.5 "4" "headnoun"
"4154" 42 "e1" 2 "c" "3" "工程師" "-" 403 0.5 "4" "headnoun"
"4164" 42 "e1" 16 "a" "3" "老處女" "-" 388 -0.5 "4" "headnoun"
"4178" 42 "e1" 6 "c" "3" "議員" "-" 433 0.5 "4" "headnoun"
"4188" 43 "e1" 7 "a" "3" "女孩" "-" 266 -0.5 "4" "headnoun"
"4200" 43 "e1" 19 "a" "3" "軍官" "-" 256 -0.5 "4" "headnoun"
"4210" 43 "e1" 15 "a" "3" "詩人" "-" 266 -0.5 "4" "headnoun"
"4222" 43 "e1" 3 "a" "3" "作家" "-" 231 -0.5 "4" "headnoun"
"4233" 43 "e1" 13 "c" "4" "小提琴家" "-" 352 0.5 "4" "headnoun"
"4243" 43 "e1" 1 "c" "3" "學生" "-" 357 0.5 "4" "headnoun"
"4255" 43 "e1" 11 "a" "4" "警探" "-" 357 -0.5 "4" "headnoun"
"4266" 43 "e1" 9 "c" "3" "鄰居" "-" 261 0.5 "4" "headnoun"
"4277" 43 "e1" 17 "c" "3" "逃犯" "-" 271 0.5 "4" "headnoun"
"4289" 43 "e1" 5 "c" "3" "經理" "-" 317 0.5 "4" "headnoun"
"4298" 44 "e1" 4 "c" "3" "指揮家" "-" 640 0.5 "4" "headnoun"
"4310" 44 "e1" 6 "a" "3" "議員" "-" 332 -0.5 "4" "headnoun"
"4320" 44 "e1" 18 "a" "3" "官員" "-" 388 -0.5 "4" "headnoun"
"4330" 44 "e1" 16 "c" "3" "老處女" "-" 2831 0.5 "4" "headnoun"
