"subj" "expt" "item" "condition" "pos" "word" "correct" "rt" "so" "rcpos" "region"
"3869" 40 "e1" 10 "a" "2" "的" "-" 635 -0.5 "3" "de"
"3879" 40 "e1" 20 "c" "2" "的" "-" 691 0.5 "3" "de"
"3890" 40 "e1" 8 "c" "2" "的" "-" 776 0.5 "3" "de"
"3903" 40 "e1" 18 "a" "2" "的" "-" 620 -0.5 "3" "de"
"3913" 40 "e1" 4 "c" "2" "的" "-" 680 0.5 "3" "de"
"3925" 40 "e1" 12 "c" "2" "的" "-" 519 0.5 "3" "de"
"3939" 40 "e1" 16 "c" "2" "的" "-" 549 0.5 "3" "de"
"3951" 40 "e1" 6 "a" "2" "的" "-" 792 -0.5 "3" "de"
"3961" 41 "e1" 1 "a" "2" "的" "-" 256 -0.5 "3" "de"
"3972" 41 "e1" 15 "c" "2" "的" "-" 372 0.5 "3" "de"
"3985" 41 "e1" 13 "a" "3" "的" "-" 292 -0.5 "3" "de"
"3995" 41 "e1" 9 "a" "2" "的" "-" 271 -0.5 "3" "de"
"4006" 41 "e1" 5 "a" "2" "的" "-" 216 -0.5 "3" "de"
"4015" 41 "e1" 19 "c" "2" "的" "-" 271 0.5 "3" "de"
"4025" 41 "e1" 7 "c" "2" "的" "-" 297 0.5 "3" "de"
"4037" 41 "e1" 17 "a" "2" "的" "-" 292 -0.5 "3" "de"
"4050" 41 "e1" 11 "c" "3" "的" "-" 251 0.5 "3" "de"
"4061" 41 "e1" 3 "c" "2" "的" "-" 514 0.5 "3" "de"
"4071" 42 "e1" 12 "a" "2" "的" "-" 428 -0.5 "3" "de"
"4084" 42 "e1" 18 "c" "2" "的" "-" 352 0.5 "3" "de"
"4094" 42 "e1" 20 "a" "2" "的" "-" 352 -0.5 "3" "de"
"4105" 42 "e1" 8 "a" "2" "的" "-" 408 -0.5 "3" "de"
"4118" 42 "e1" 4 "a" "2" "的" "-" 569 -0.5 "3" "de"
"4129" 42 "e1" 14 "c" "2" "的" "-" 524 0.5 "3" "de"
"4143" 42 "e1" 10 "c" "2" "的" "-" 388 0.5 "3" "de"
"4153" 42 "e1" 2 "c" "2" "的" "-" 403 0.5 "3" "de"
"4163" 42 "e1" 16 "a" "2" "的" "-" 383 -0.5 "3" "de"
"4177" 42 "e1" 6 "c" "2" "的" "-" 473 0.5 "3" "de"
"4187" 43 "e1" 7 "a" "2" "的" "-" 297 -0.5 "3" "de"
"4199" 43 "e1" 19 "a" "2" "的" "-" 317 -0.5 "3" "de"
"4209" 43 "e1" 15 "a" "2" "的" "-" 256 -0.5 "3" "de"
"4221" 43 "e1" 3 "a" "2" "的" "-" 246 -0.5 "3" "de"
"4232" 43 "e1" 13 "c" "3" "的" "-" 337 0.5 "3" "de"
"4242" 43 "e1" 1 "c" "2" "的" "-" 304 0.5 "3" "de"
"4254" 43 "e1" 11 "a" "3" "的" "-" 332 -0.5 "3" "de"
"4265" 43 "e1" 9 "c" "2" "的" "-" 1135 0.5 "3" "de"
"4276" 43 "e1" 17 "c" "2" "的" "-" 327 0.5 "3" "de"
"4288" 43 "e1" 5 "c" "2" "的" "-" 226 0.5 "3" "de"
"4297" 44 "e1" 4 "c" "2" "的" "-" 423 0.5 "3" "de"
"4309" 44 "e1" 6 "a" "2" "的" "-" 514 -0.5 "3" "de"
"4319" 44 "e1" 18 "a" "2" "的" "-" 281 -0.5 "3" "de"
"4329" 44 "e1" 16 "c" "2" "的" "-" 640 0.5 "3" "de"
"4341" 44 "e1" 8 "c" "2" "的" "-" 297 0.5 "3" "de"
"4354" 44 "e1" 12 "c" "2" "的" "-" 686 0.5 "3" "de"
"4368" 44 "e1" 10 "a" "2" "的" "-" 392 -0.5 "3" "de"
"4378" 44 "e1" 20 "c" "2" "的" "-" 413 0.5 "3" "de"
"4389" 44 "e1" 14 "a" "2" "的" "-" 387 -0.5 "3" "de"
"4403" 44 "e1" 2 "a" "2" "的" "-" 281 -0.5 "3" "de"
"4413" 45 "e1" 3 "c" "2" "的" "-" 363 0.5 "3" "de"
"4423" 45 "e1" 7 "c" "2" "的" "-" 387 0.5 "3" "de"
"4435" 45 "e1" 15 "c" "2" "的" "-" 323 0.5 "3" "de"
"4447" 45 "e1" 1 "a" "2" "的" "-" 312 -0.5 "3" "de"
"4458" 45 "e1" 5 "a" "2" "的" "-" 311 -0.5 "3" "de"
"4467" 45 "e1" 17 "a" "2" "的" "-" 457 -0.5 "3" "de"
"4479" 45 "e1" 19 "c" "2" "的" "-" 313 0.5 "3" "de"
"4489" 45 "e1" 9 "a" "2" "的" "-" 324 -0.5 "3" "de"
"4501" 45 "e1" 13 "a" "3" "的" "-" 415 -0.5 "3" "de"
"4512" 45 "e1" 11 "c" "3" "的" "-" 244 0.5 "3" "de"
"4523" 46 "e1" 6 "c" "2" "的" "-" 1675 0.5 "3" "de"
"4533" 46 "e1" 2 "c" "2" "的" "-" 1220 0.5 "3" "de"
"4543" 46 "e1" 8 "a" "2" "的" "-" 887 -0.5 "3" "de"
"4556" 46 "e1" 4 "a" "2" "的" "-" 847 -0.5 "3" "de"
"4567" 46 "e1" 18 "c" "2" "的" "-" 860 0.5 "3" "de"
"4577" 46 "e1" 20 "a" "2" "的" "-" 852 -0.5 "3" "de"
"4588" 46 "e1" 14 "c" "2" "的" "-" 887 0.5 "3" "de"
"4602" 46 "e1" 10 "c" "2" "的" "-" 524 0.5 "3" "de"
"4612" 46 "e1" 12 "a" "2" "的" "-" 595 -0.5 "3" "de"
"4625" 46 "e1" 16 "a" "2" "的" "-" 711 -0.5 "3" "de"
"4640" 47 "e1" 11 "a" "3" "的" "-" 1089 -0.5 "3" "de"
"4651" 47 "e1" 5 "c" "2" "的" "-" 448 0.5 "3" "de"
"4660" 47 "e1" 9 "c" "2" "的" "-" 398 0.5 "3" "de"
"4671" 47 "e1" 17 "c" "2" "的" "-" 382 0.5 "3" "de"
"4683" 47 "e1" 1 "c" "2" "的" "-" 403 0.5 "3" "de"
"4694" 47 "e1" 3 "a" "2" "的" "-" 362 -0.5 "3" "de"
"4704" 47 "e1" 7 "a" "2" "的" "-" 423 -0.5 "3" "de"
"4716" 47 "e1" 15 "a" "2" "的" "-" 357 -0.5 "3" "de"
"4729" 47 "e1" 13 "c" "3" "的" "-" 549 0.5 "3" "de"
"4739" 47 "e1" 19 "a" "2" "的" "-" 357 -0.5 "3" "de"
"4749" 48 "e1" 16 "c" "2" "的" "-" 680 0.5 "3" "de"
"4761" 48 "e1" 8 "c" "2" "的" "-" 574 0.5 "3" "de"
"4774" 48 "e1" 6 "a" "2" "的" "-" 539 -0.5 "3" "de"
"4784" 48 "e1" 2 "a" "2" "的" "-" 736 -0.5 "3" "de"
"4794" 48 "e1" 12 "c" "2" "的" "-" 1417 0.5 "3" "de"
"4808" 48 "e1" 4 "c" "2" "的" "-" 1261 0.5 "3" "de"
"4820" 48 "e1" 18 "a" "2" "的" "-" 549 -0.5 "3" "de"
"4830" 48 "e1" 14 "a" "2" "的" "-" 716 -0.5 "3" "de"
"4844" 48 "e1" 10 "a" "2" "的" "-" 539 -0.5 "3" "de"
"4854" 48 "e1" 20 "c" "2" "的" "-" 660 0.5 "3" "de"
"4865" 49 "e1" 7 "c" "2" "的" "-" 400 0.5 "3" "de"
"4877" 49 "e1" 1 "a" "2" "的" "-" 366 -0.5 "3" "de"
"4888" 49 "e1" 19 "c" "2" "的" "-" 431 0.5 "3" "de"
"4898" 49 "e1" 9 "a" "2" "的" "-" 493 -0.5 "3" "de"
"4910" 49 "e1" 13 "a" "3" "的" "-" 383 -0.5 "3" "de"
"4920" 49 "e1" 17 "a" "2" "的" "-" 382 -0.5 "3" "de"
"4932" 49 "e1" 5 "a" "2" "的" "-" 297 -0.5 "3" "de"
"4942" 49 "e1" 11 "c" "3" "的" "-" 483 0.5 "3" "de"
"4953" 49 "e1" 3 "c" "2" "的" "-" 458 0.5 "3" "de"
"4963" 49 "e1" 15 "c" "2" "的" "-" 246 0.5 "3" "de"
"4976" 5 "e1" 13 "a" "3" "的" "-" 530 -0.5 "3" "de"
"4986" 5 "e1" 3 "c" "2" "的" "-" 671 0.5 "3" "de"
"4996" 5 "e1" 15 "c" "2" "的" "-" 591 0.5 "3" "de"
"5008" 5 "e1" 1 "a" "2" "的" "-" 404 -0.5 "3" "de"
"5019" 5 "e1" 7 "c" "2" "的" "-" 413 0.5 "3" "de"
"5032" 5 "e1" 11 "c" "3" "的" "-" 460 0.5 "3" "de"
"5043" 5 "e1" 5 "a" "2" "的" "-" 596 -0.5 "3" "de"
"5052" 5 "e1" 17 "a" "2" "的" "-" 409 -0.5 "3" "de"
"5064" 5 "e1" 19 "c" "2" "的" "-" 486 0.5 "3" "de"
"5074" 5 "e1" 9 "a" "2" "的" "-" 368 -0.5 "3" "de"
"5085" 50 "e1" 16 "a" "2" "的" "-" 398 -0.5 "3" "de"
"5099" 50 "e1" 4 "a" "2" "的" "-" 382 -0.5 "3" "de"
"5110" 50 "e1" 6 "c" "2" "的" "-" 317 0.5 "3" "de"
"5120" 50 "e1" 18 "c" "2" "的" "-" 317 0.5 "3" "de"
"5130" 50 "e1" 2 "c" "2" "的" "-" 388 0.5 "3" "de"
"5140" 50 "e1" 14 "c" "2" "的" "-" 292 0.5 "3" "de"
"5154" 50 "e1" 10 "c" "2" "的" "-" 332 0.5 "3" "de"
"5164" 50 "e1" 8 "a" "2" "的" "-" 327 -0.5 "3" "de"
"5177" 50 "e1" 20 "a" "2" "的" "-" 251 -0.5 "3" "de"
"5188" 50 "e1" 12 "a" "2" "的" "-" 271 -0.5 "3" "de"
"5201" 51 "e1" 15 "a" "2" "的" "-" 403 -0.5 "3" "de"
"5214" 51 "e1" 13 "c" "3" "的" "-" 231 0.5 "3" "de"
"5224" 51 "e1" 9 "c" "2" "的" "-" 256 0.5 "3" "de"
"5235" 51 "e1" 5 "c" "2" "的" "-" 175 0.5 "3" "de"
"5244" 51 "e1" 1 "c" "2" "的" "-" 266 0.5 "3" "de"
"5255" 51 "e1" 19 "a" "2" "的" "-" 186 -0.5 "3" "de"
"5265" 51 "e1" 17 "c" "2" "的" "-" 211 0.5 "3" "de"
"5278" 51 "e1" 11 "a" "3" "的" "-" 236 -0.5 "3" "de"
"5289" 51 "e1" 3 "a" "2" "的" "-" 347 -0.5 "3" "de"
"5299" 51 "e1" 7 "a" "2" "的" "-" 271 -0.5 "3" "de"
"5311" 52 "e1" 6 "a" "2" "的" "-" 468 -0.5 "3" "de"
"5321" 52 "e1" 8 "c" "2" "的" "-" 428 0.5 "3" "de"
"5334" 52 "e1" 16 "c" "2" "的" "-" 453 0.5 "3" "de"
"5346" 52 "e1" 18 "a" "2" "的" "-" 428 -0.5 "3" "de"
"5356" 52 "e1" 2 "a" "2" "的" "-" 417 -0.5 "3" "de"
"5366" 52 "e1" 12 "c" "2" "的" "-" 428 0.5 "3" "de"
"5380" 52 "e1" 4 "c" "2" "的" "-" 413 0.5 "3" "de"
"5392" 52 "e1" 14 "a" "2" "的" "-" 435 -0.5 "3" "de"
"5406" 52 "e1" 20 "c" "2" "的" "-" 562 0.5 "3" "de"
"5417" 52 "e1" 10 "a" "2" "的" "-" 392 -0.5 "3" "de"
"5427" 53 "e1" 5 "a" "2" "的" "-" 292 -0.5 "3" "de"
"5436" 53 "e1" 3 "c" "2" "的" "-" 165 0.5 "3" "de"
"5446" 53 "e1" 15 "c" "2" "的" "-" 176 0.5 "3" "de"
"5458" 53 "e1" 7 "c" "2" "的" "-" 327 0.5 "3" "de"
"5470" 53 "e1" 9 "a" "2" "的" "-" 307 -0.5 "3" "de"
"5481" 53 "e1" 1 "a" "2" "的" "-" 155 -0.5 "3" "de"
"5492" 53 "e1" 17 "a" "2" "的" "-" 251 -0.5 "3" "de"
"5504" 53 "e1" 19 "c" "2" "的" "-" 211 0.5 "3" "de"
"5515" 53 "e1" 13 "a" "3" "的" "-" 322 -0.5 "3" "de"
"5526" 53 "e1" 11 "c" "3" "的" "-" 327 0.5 "3" "de"
"5537" 54 "e1" 10 "c" "2" "的" "-" 352 0.5 "3" "de"
"5547" 54 "e1" 2 "c" "2" "的" "-" 488 0.5 "3" "de"
"5557" 54 "e1" 16 "a" "2" "的" "-" 372 -0.5 "3" "de"
"5571" 54 "e1" 12 "a" "2" "的" "-" 352 -0.5 "3" "de"
"5584" 54 "e1" 8 "a" "2" "的" "-" 332 -0.5 "3" "de"
"5597" 54 "e1" 20 "a" "2" "的" "-" 332 -0.5 "3" "de"
"5608" 54 "e1" 14 "c" "2" "的" "-" 458 0.5 "3" "de"
"5622" 54 "e1" 4 "a" "2" "的" "-" 524 -0.5 "3" "de"
"5633" 54 "e1" 18 "c" "2" "的" "-" 478 0.5 "3" "de"
"5643" 54 "e1" 6 "c" "2" "的" "-" 342 0.5 "3" "de"
"5653" 55 "e1" 5 "c" "2" "的" "-" 478 0.5 "3" "de"
"5662" 55 "e1" 9 "c" "2" "的" "-" 1049 0.5 "3" "de"
"5673" 55 "e1" 19 "a" "2" "的" "-" 403 -0.5 "3" "de"
"5684" 55 "e1" 11 "a" "3" "的" "-" 413 -0.5 "3" "de"
"5695" 55 "e1" 17 "c" "2" "的" "-" 342 0.5 "3" "de"
"5708" 55 "e1" 13 "c" "3" "的" "-" 736 0.5 "3" "de"
"5718" 55 "e1" 7 "a" "2" "的" "-" 604 -0.5 "3" "de"
"5730" 55 "e1" 15 "a" "2" "的" "-" 352 -0.5 "3" "de"
"5742" 55 "e1" 1 "c" "2" "的" "-" 307 0.5 "3" "de"
"5753" 55 "e1" 3 "a" "2" "的" "-" 297 -0.5 "3" "de"
"5763" 56 "e1" 10 "a" "2" "的" "-" 312 -0.5 "3" "de"
"5773" 56 "e1" 8 "c" "2" "的" "-" 347 0.5 "3" "de"
"5786" 56 "e1" 14 "a" "2" "的" "-" 332 -0.5 "3" "de"
"5800" 56 "e1" 6 "a" "2" "的" "-" 277 -0.5 "3" "de"
"5810" 56 "e1" 2 "a" "2" "的" "-" 322 -0.5 "3" "de"
"5820" 56 "e1" 12 "c" "2" "的" "-" 256 0.5 "3" "de"
"5834" 56 "e1" 16 "c" "2" "的" "-" 246 0.5 "3" "de"
"5846" 56 "e1" 18 "a" "2" "的" "-" 379 -0.5 "3" "de"
"5856" 56 "e1" 20 "c" "2" "的" "-" 375 0.5 "3" "de"
"5867" 56 "e1" 4 "c" "2" "的" "-" 448 0.5 "3" "de"
"5879" 57 "e1" 19 "c" "2" "的" "-" 292 0.5 "3" "de"
"5889" 57 "e1" 17 "a" "2" "的" "-" 327 -0.5 "3" "de"
"5901" 57 "e1" 5 "a" "2" "的" "-" 271 -0.5 "3" "de"
"5911" 57 "e1" 13 "a" "3" "的" "-" 353 -0.5 "3" "de"
"5921" 57 "e1" 9 "a" "2" "的" "-" 317 -0.5 "3" "de"
"5932" 57 "e1" 1 "a" "2" "的" "-" 317 -0.5 "3" "de"
"5943" 57 "e1" 3 "c" "2" "的" "-" 254 0.5 "3" "de"
"5953" 57 "e1" 7 "c" "2" "的" "-" 332 0.5 "3" "de"
"5965" 57 "e1" 15 "c" "2" "的" "-" 314 0.5 "3" "de"
"5978" 57 "e1" 11 "c" "3" "的" "-" 428 0.5 "3" "de"
"5989" 58 "e1" 2 "c" "2" "的" "-" 256 0.5 "3" "de"
"5999" 58 "e1" 20 "a" "2" "的" "-" 286 -0.5 "3" "de"
"6010" 58 "e1" 16 "a" "2" "的" "-" 302 -0.5 "3" "de"
"6024" 58 "e1" 18 "c" "2" "的" "-" 241 0.5 "3" "de"
"6034" 58 "e1" 8 "a" "2" "的" "-" 281 -0.5 "3" "de"
"6047" 58 "e1" 6 "c" "2" "的" "-" 271 0.5 "3" "de"
"6057" 58 "e1" 4 "a" "2" "的" "-" 453 -0.5 "3" "de"
"6068" 58 "e1" 14 "c" "2" "的" "-" 226 0.5 "3" "de"
"6082" 58 "e1" 12 "a" "2" "的" "-" 191 -0.5 "3" "de"
"6095" 58 "e1" 10 "c" "2" "的" "-" 231 0.5 "3" "de"
"6105" 59 "e1" 5 "c" "2" "的" "-" 1013 0.5 "3" "de"
"6114" 59 "e1" 9 "c" "2" "的" "-" 493 0.5 "3" "de"
"6125" 59 "e1" 19 "a" "2" "的" "-" 529 -0.5 "3" "de"
"6135" 59 "e1" 1 "c" "2" "的" "-" 478 0.5 "3" "de"
"6146" 59 "e1" 17 "c" "2" "的" "-" 589 0.5 "3" "de"
"6159" 59 "e1" 13 "c" "3" "的" "-" 458 0.5 "3" "de"
"6169" 59 "e1" 15 "a" "2" "的" "-" 428 -0.5 "3" "de"
"6181" 59 "e1" 3 "a" "2" "的" "-" 423 -0.5 "3" "de"
"6192" 59 "e1" 11 "a" "3" "的" "-" 655 -0.5 "3" "de"
"6203" 59 "e1" 7 "a" "2" "的" "-" 922 -0.5 "3" "de"
"6215" 6 "e1" 20 "a" "2" "的" "-" 495 -0.5 "3" "de"
"6226" 6 "e1" 14 "c" "2" "的" "-" 505 0.5 "3" "de"
"6240" 6 "e1" 10 "c" "2" "的" "-" 565 0.5 "3" "de"
"6250" 6 "e1" 8 "a" "2" "的" "-" 384 -0.5 "3" "de"
"6263" 6 "e1" 18 "c" "2" "的" "-" 646 0.5 "3" "de"
"6273" 6 "e1" 12 "a" "2" "的" "-" 404 -0.5 "3" "de"
"6286" 6 "e1" 6 "c" "2" "的" "-" 1009 0.5 "3" "de"
"6296" 6 "e1" 2 "c" "2" "的" "-" 479 0.5 "3" "de"
"6306" 6 "e1" 4 "a" "2" "的" "-" 449 -0.5 "3" "de"
"6317" 6 "e1" 16 "a" "2" "的" "-" 435 -0.5 "3" "de"
"6331" 60 "e1" 14 "a" "2" "的" "-" 317 -0.5 "3" "de"
"6345" 60 "e1" 8 "c" "2" "的" "-" 377 0.5 "3" "de"
"6358" 60 "e1" 10 "a" "2" "的" "-" 317 -0.5 "3" "de"
"6368" 60 "e1" 20 "c" "2" "的" "-" 266 0.5 "3" "de"
"6379" 60 "e1" 4 "c" "2" "的" "-" 312 0.5 "3" "de"
"6391" 60 "e1" 12 "c" "2" "的" "-" 277 0.5 "3" "de"
"6405" 60 "e1" 6 "a" "2" "的" "-" 287 -0.5 "3" "de"
"6415" 60 "e1" 2 "a" "2" "的" "-" 251 -0.5 "3" "de"
"6425" 60 "e1" 18 "a" "2" "的" "-" 287 -0.5 "3" "de"
"6435" 60 "e1" 16 "c" "2" "的" "-" 241 0.5 "3" "de"
"6447" 7 "e1" 17 "c" "2" "的" "-" 424 0.5 "3" "de"
"6460" 7 "e1" 13 "c" "3" "的" "-" 726 0.5 "3" "de"
"6470" 7 "e1" 5 "c" "2" "的" "-" 651 0.5 "3" "de"
"6479" 7 "e1" 19 "a" "2" "的" "-" 338 -0.5 "3" "de"
"6489" 7 "e1" 3 "a" "2" "的" "-" 439 -0.5 "3" "de"
"6499" 7 "e1" 15 "a" "2" "的" "-" 379 -0.5 "3" "de"
"6512" 7 "e1" 11 "a" "3" "的" "-" 349 -0.5 "3" "de"
"6523" 7 "e1" 1 "c" "2" "的" "-" 399 0.5 "3" "de"
"6534" 7 "e1" 9 "c" "2" "的" "-" 585 0.5 "3" "de"
"6545" 7 "e1" 7 "a" "2" "的" "-" 389 -0.5 "3" "de"
"6557" 8 "e1" 2 "a" "2" "的" "-" 530 -0.5 "3" "de"
"6567" 8 "e1" 12 "c" "2" "的" "-" 525 0.5 "3" "de"
"6581" 8 "e1" 18 "a" "2" "的" "-" 216 -0.5 "3" "de"
"6591" 8 "e1" 10 "a" "2" "的" "-" 318 -0.5 "3" "de"
"6601" 8 "e1" 16 "c" "2" "的" "-" 586 0.5 "3" "de"
"6613" 8 "e1" 20 "c" "2" "的" "-" 272 0.5 "3" "de"
"6624" 8 "e1" 14 "a" "2" "的" "-" 525 -0.5 "3" "de"
"6638" 8 "e1" 4 "c" "2" "的" "-" 263 0.5 "3" "de"
"6650" 8 "e1" 8 "c" "2" "的" "-" 263 0.5 "3" "de"
"6663" 8 "e1" 6 "a" "2" "的" "-" 323 -0.5 "3" "de"
"6673" 9 "e1" 1 "a" "2" "的" "-" 308 -0.5 "3" "de"
"6685" 9 "e1" 13 "a" "3" "的" "-" 248 -0.5 "3" "de"
"6695" 9 "e1" 15 "c" "2" "的" "-" 273 0.5 "3" "de"
"6707" 9 "e1" 3 "c" "2" "的" "-" 309 0.5 "3" "de"
"6718" 9 "e1" 11 "c" "3" "的" "-" 293 0.5 "3" "de"
"6729" 9 "e1" 17 "a" "2" "的" "-" 278 -0.5 "3" "de"
"6741" 9 "e1" 9 "a" "2" "的" "-" 257 -0.5 "3" "de"
"6752" 9 "e1" 5 "a" "2" "的" "-" 243 -0.5 "3" "de"
"6761" 9 "e1" 7 "c" "2" "的" "-" 312 0.5 "3" "de"
"6773" 9 "e1" 19 "c" "2" "的" "-" 324 0.5 "3" "de"
"4" 1 "e1" 3 "c" "3" "作家" "-" 344 0.5 "4" "headnoun"
"14" 1 "e1" 15 "c" "3" "詩人" "-" 480 0.5 "4" "headnoun"
"27" 1 "e1" 11 "c" "4" "警探" "-" 414 0.5 "4" "headnoun"
"38" 1 "e1" 5 "a" "3" "經理" "-" 425 -0.5 "4" "headnoun"
"47" 1 "e1" 7 "c" "3" "女孩" "-" 1212 0.5 "4" "headnoun"
"60" 1 "e1" 13 "a" "4" "小提琴家" "-" 691 -0.5 "4" "headnoun"
"70" 1 "e1" 1 "a" "3" "學生" "-" 364 -0.5 "4" "headnoun"
"81" 1 "e1" 19 "c" "3" "軍官" "-" 1544 0.5 "4" "headnoun"
"91" 1 "e1" 9 "a" "3" "鄰居" "-" 394 -0.5 "4" "headnoun"
"102" 1 "e1" 17 "a" "3" "逃犯" "-" 404 -0.5 "4" "headnoun"
"114" 10 "e1" 14 "c" "3" "清潔工" "-" 454 0.5 "4" "headnoun"
"128" 10 "e1" 8 "a" "3" "演員" "-" 485 -0.5 "4" "headnoun"
"141" 10 "e1" 2 "c" "3" "工程師" "-" 384 0.5 "4" "headnoun"
"151" 10 "e1" 20 "a" "3" "乘客" "-" 852 -0.5 "4" "headnoun"
"162" 10 "e1" 18 "c" "3" "官員" "-" 429 0.5 "4" "headnoun"
"172" 10 "e1" 12 "a" "3" "喜劇" "-" 358 -0.5 "4" "headnoun"
"185" 10 "e1" 4 "a" "3" "指揮家" "-" 469 -0.5 "4" "headnoun"
"196" 10 "e1" 6 "c" "3" "議員" "-" 350 0.5 "4" "headnoun"
"206" 10 "e1" 10 "c" "3" "送花童" "-" 487 0.5 "4" "headnoun"
"216" 10 "e1" 16 "a" "3" "老處女" "-" 360 -0.5 "4" "headnoun"
"230" 11 "e1" 15 "a" "3" "詩人" "-" 994 -0.5 "4" "headnoun"
"242" 11 "e1" 3 "a" "3" "作家" "-" 876 -0.5 "4" "headnoun"
"253" 11 "e1" 11 "a" "4" "警探" "-" 3413 -0.5 "4" "headnoun"
"264" 11 "e1" 7 "a" "3" "女孩" "-" 878 -0.5 "4" "headnoun"
"276" 11 "e1" 1 "c" "3" "學生" "-" 545 0.5 "4" "headnoun"
"287" 11 "e1" 19 "a" "3" "軍官" "-" 696 -0.5 "4" "headnoun"
"297" 11 "e1" 17 "c" "3" "逃犯" "-" 827 0.5 "4" "headnoun"
"309" 11 "e1" 5 "c" "3" "經理" "-" 626 0.5 "4" "headnoun"
"319" 11 "e1" 13 "c" "4" "小提琴家" "-" 1175 0.5 "4" "headnoun"
"329" 11 "e1" 9 "c" "3" "鄰居" "-" 404 0.5 "4" "headnoun"
"340" 12 "e1" 12 "c" "3" "喜劇" "-" 1629 0.5 "4" "headnoun"
"354" 12 "e1" 18 "a" "3" "官員" "-" 1700 -0.5 "4" "headnoun"
"364" 12 "e1" 2 "a" "3" "工程師" "-" 707 -0.5 "4" "headnoun"
"374" 12 "e1" 4 "c" "3" "指揮家" "-" 434 0.5 "4" "headnoun"
"386" 12 "e1" 10 "a" "3" "送花童" "-" 323 -0.5 "4" "headnoun"
"396" 12 "e1" 6 "a" "3" "議員" "-" 352 -0.5 "4" "headnoun"
"406" 12 "e1" 14 "a" "3" "清潔工" "-" 469 -0.5 "4" "headnoun"
"420" 12 "e1" 8 "c" "3" "演員" "-" 555 0.5 "4" "headnoun"
"433" 12 "e1" 20 "c" "3" "乘客" "-" 384 0.5 "4" "headnoun"
"444" 12 "e1" 16 "c" "3" "老處女" "-" 540 0.5 "4" "headnoun"
"456" 13 "e1" 7 "c" "3" "女孩" "-" 472 0.5 "4" "headnoun"
"468" 13 "e1" 5 "a" "3" "經理" "-" 527 -0.5 "4" "headnoun"
"478" 13 "e1" 13 "a" "4" "小提琴家" "-" 601 -0.5 "4" "headnoun"
"488" 13 "e1" 9 "a" "3" "鄰居" "-" 369 -0.5 "4" "headnoun"
"499" 13 "e1" 17 "a" "3" "逃犯" "-" 258 -0.5 "4" "headnoun"
"511" 13 "e1" 3 "c" "3" "作家" "-" 424 0.5 "4" "headnoun"
"521" 13 "e1" 15 "c" "3" "詩人" "-" 375 0.5 "4" "headnoun"
"533" 13 "e1" 1 "a" "3" "學生" "-" 248 -0.5 "4" "headnoun"
"544" 13 "e1" 19 "c" "3" "軍官" "-" 374 0.5 "4" "headnoun"
"555" 13 "e1" 11 "c" "4" "警探" "-" 293 0.5 "4" "headnoun"
"566" 14 "e1" 20 "a" "3" "乘客" "-" 283 -0.5 "4" "headnoun"
"577" 14 "e1" 14 "c" "3" "清潔工" "-" 338 0.5 "4" "headnoun"
"591" 14 "e1" 18 "c" "3" "官員" "-" 298 0.5 "4" "headnoun"
"601" 14 "e1" 16 "a" "3" "老處女" "-" 237 -0.5 "4" "headnoun"
"615" 14 "e1" 12 "a" "3" "喜劇" "-" 222 -0.5 "4" "headnoun"
"628" 14 "e1" 4 "a" "3" "指揮家" "-" 268 -0.5 "4" "headnoun"
"639" 14 "e1" 8 "a" "3" "演員" "-" 293 -0.5 "4" "headnoun"
"652" 14 "e1" 2 "c" "3" "工程師" "-" 203 0.5 "4" "headnoun"
"662" 14 "e1" 10 "c" "3" "送花童" "-" 252 0.5 "4" "headnoun"
"672" 14 "e1" 6 "c" "3" "議員" "-" 223 0.5 "4" "headnoun"
"682" 15 "e1" 5 "c" "3" "經理" "-" 1170 0.5 "4" "headnoun"
"691" 15 "e1" 17 "c" "3" "逃犯" "-" 535 0.5 "4" "headnoun"
"703" 15 "e1" 1 "c" "3" "學生" "-" 368 0.5 "4" "headnoun"
"714" 15 "e1" 9 "c" "3" "鄰居" "-" 419 0.5 "4" "headnoun"
"726" 15 "e1" 11 "a" "4" "警探" "-" 464 -0.5 "4" "headnoun"
"737" 15 "e1" 15 "a" "3" "詩人" "-" 384 -0.5 "4" "headnoun"
"749" 15 "e1" 7 "a" "3" "女孩" "-" 328 -0.5 "4" "headnoun"
"761" 15 "e1" 19 "a" "3" "軍官" "-" 429 -0.5 "4" "headnoun"
"771" 15 "e1" 3 "a" "3" "作家" "-" 505 -0.5 "4" "headnoun"
"782" 15 "e1" 13 "c" "4" "小提琴家" "-" 490 0.5 "4" "headnoun"
"792" 16 "e1" 12 "c" "3" "喜劇" "-" 566 0.5 "4" "headnoun"
"806" 16 "e1" 4 "c" "3" "指揮家" "-" 1079 0.5 "4" "headnoun"
"818" 16 "e1" 14 "a" "3" "清潔工" "-" 576 -0.5 "4" "headnoun"
"832" 16 "e1" 16 "c" "3" "老處女" "-" 313 0.5 "4" "headnoun"
"844" 16 "e1" 8 "c" "3" "演員" "-" 278 0.5 "4" "headnoun"
"857" 16 "e1" 6 "a" "3" "議員" "-" 373 -0.5 "4" "headnoun"
"867" 16 "e1" 2 "a" "3" "工程師" "-" 278 -0.5 "4" "headnoun"
"877" 16 "e1" 18 "a" "3" "官員" "-" 273 -0.5 "4" "headnoun"
