"subj" "expt" "item" "condition" "pos" "word" "correct" "rt" "so" "rcpos" "region"
"34933" 34 "expt2" 20 "a" "2" "的" "-" 407 -0.5 "3" "de"
"35240" 35 "expt2" 16 "b" "2" "的" "-" 420 0.5 "3" "de"
"35296" 35 "expt2" 12 "b" "2" "的" "-" 432 0.5 "3" "de"
"35342" 35 "expt2" 8 "b" "2" "的" "-" 423 0.5 "3" "de"
"35454" 35 "expt2" 15 "a" "2" "的" "-" 450 -0.5 "3" "de"
"35530" 35 "expt2" 19 "a" "2" "的" "-" 290 -0.5 "3" "de"
"35586" 35 "expt2" 20 "b" "2" "的" "-" 527 0.5 "3" "de"
"35708" 35 "expt2" 4 "b" "2" "的" "-" 364 0.5 "3" "de"
"35779" 35 "expt2" 23 "a" "2" "的" "-" 390 -0.5 "3" "de"
"35863" 35 "expt2" 3 "a" "2" "的" "-" 342 -0.5 "3" "de"
"36077" 35 "expt2" 24 "b" "2" "的" "-" 327 0.5 "3" "de"
"36167" 35 "expt2" 11 "a" "2" "的" "-" 299 -0.5 "3" "de"
"36218" 35 "expt2" 7 "a" "2" "的" "-" 296 -0.5 "3" "de"
"36352" 36 "expt2" 7 "b" "2" "的" "-" 416 0.5 "3" "de"
"36373" 36 "expt2" 11 "b" "2" "的" "-" 2349 0.5 "3" "de"
"36394" 36 "expt2" 6 "a" "2" "的" "-" 441 -0.5 "3" "de"
"36416" 36 "expt2" 23 "b" "2" "的" "-" 586 0.5 "3" "de"
"36821" 36 "expt2" 18 "a" "2" "的" "-" 275 -0.5 "3" "de"
"36846" 36 "expt2" 14 "a" "2" "的" "-" 331 -0.5 "3" "de"
"36992" 36 "expt2" 2 "a" "2" "的" "-" 389 -0.5 "3" "de"
"37023" 36 "expt2" 15 "b" "2" "的" "-" 460 0.5 "3" "de"
"37055" 36 "expt2" 10 "a" "2" "的" "-" 309 -0.5 "3" "de"
"37200" 36 "expt2" 3 "b" "2" "的" "-" 318 0.5 "3" "de"
"37257" 36 "expt2" 22 "a" "2" "的" "-" 309 -0.5 "3" "de"
"37317" 36 "expt2" 19 "b" "2" "的" "-" 377 0.5 "3" "de"
"37586" 37 "expt2" 14 "b" "2" "的" "-" 413 0.5 "3" "de"
"37690" 37 "expt2" 6 "b" "2" "的" "-" 429 0.5 "3" "de"
"37834" 37 "expt2" 10 "b" "2" "的" "-" 484 0.5 "3" "de"
"37936" 37 "expt2" 9 "a" "2" "的" "-" 478 -0.5 "3" "de"
"38034" 37 "expt2" 1 "a" "2" "的" "-" 539 -0.5 "3" "de"
"38096" 37 "expt2" 22 "b" "2" "的" "-" 392 0.5 "3" "de"
"38153" 37 "expt2" 21 "a" "2" "的" "-" 374 -0.5 "3" "de"
"38238" 37 "expt2" 2 "b" "2" "的" "-" 361 0.5 "3" "de"
"38296" 37 "expt2" 18 "b" "2" "的" "-" 377 0.5 "3" "de"
"38352" 37 "expt2" 17 "a" "2" "的" "-" 457 -0.5 "3" "de"
"38489" 37 "expt2" 5 "a" "2" "的" "-" 368 -0.5 "3" "de"
"38522" 37 "expt2" 13 "a" "2" "的" "-" 395 -0.5 "3" "de"
"38924" 38 "expt2" 9 "b" "2" "的" "-" 498 0.5 "3" "de"
"38988" 38 "expt2" 16 "a" "2" "的" "-" 332 -0.5 "3" "de"
"39008" 38 "expt2" 13 "b" "2" "的" "-" 420 0.5 "3" "de"
"39112" 38 "expt2" 12 "a" "2" "的" "-" 363 -0.5 "3" "de"
"39182" 38 "expt2" 4 "a" "2" "的" "-" 347 -0.5 "3" "de"
"39239" 38 "expt2" 24 "a" "2" "的" "-" 382 -0.5 "3" "de"
"39285" 38 "expt2" 8 "a" "2" "的" "-" 501 -0.5 "3" "de"
"39345" 38 "expt2" 5 "b" "2" "的" "-" 402 0.5 "3" "de"
"39455" 38 "expt2" 17 "b" "2" "的" "-" 452 0.5 "3" "de"
"39501" 38 "expt2" 21 "b" "2" "的" "-" 381 0.5 "3" "de"
"39739" 38 "expt2" 20 "a" "2" "的" "-" 390 -0.5 "3" "de"
"39940" 38 "expt2" 1 "b" "2" "的" "-" 345 0.5 "3" "de"
"40095" 39 "expt2" 4 "b" "2" "的" "-" 441 0.5 "3" "de"
"40146" 39 "expt2" 16 "b" "2" "的" "-" 639 0.5 "3" "de"
"40309" 39 "expt2" 11 "a" "2" "的" "-" 510 -0.5 "3" "de"
"40381" 39 "expt2" 7 "a" "2" "的" "-" 417 -0.5 "3" "de"
"40413" 39 "expt2" 8 "b" "2" "的" "-" 322 0.5 "3" "de"
"40436" 39 "expt2" 24 "b" "2" "的" "-" 454 0.5 "3" "de"
"40548" 39 "expt2" 19 "a" "2" "的" "-" 399 -0.5 "3" "de"
"40906" 39 "expt2" 20 "b" "2" "的" "-" 1260 0.5 "3" "de"
"40933" 39 "expt2" 3 "a" "2" "的" "-" 377 -0.5 "3" "de"
"40982" 39 "expt2" 23 "a" "2" "的" "-" 453 -0.5 "3" "de"
"41119" 39 "expt2" 12 "b" "2" "的" "-" 451 0.5 "3" "de"
"41163" 39 "expt2" 15 "a" "2" "的" "-" 439 -0.5 "3" "de"
"41308" 4 "expt2" 6 "a" "2" "的" "-" 479 -0.5 "3" "de"
"41388" 4 "expt2" 15 "b" "2" "的" "-" 498 0.5 "3" "de"
"41476" 4 "expt2" 22 "a" "2" "的" "-" 318 -0.5 "3" "de"
"41697" 4 "expt2" 11 "b" "2" "的" "-" 363 0.5 "3" "de"
"41727" 4 "expt2" 23 "b" "2" "的" "-" 751 0.5 "3" "de"
"41839" 4 "expt2" 10 "a" "2" "的" "-" 318 -0.5 "3" "de"
"41988" 4 "expt2" 18 "a" "2" "的" "-" 498 -0.5 "3" "de"
"42097" 4 "expt2" 14 "a" "2" "的" "-" 543 -0.5 "3" "de"
"42158" 4 "expt2" 19 "b" "2" "的" "-" 679 0.5 "3" "de"
"42241" 4 "expt2" 2 "a" "2" "的" "-" 408 -0.5 "3" "de"
"42297" 4 "expt2" 3 "b" "2" "的" "-" 408 0.5 "3" "de"
"42350" 4 "expt2" 7 "b" "2" "的" "-" 363 0.5 "3" "de"
"42582" 40 "expt2" 15 "b" "2" "的" "-" 349 0.5 "3" "de"
"42626" 40 "expt2" 2 "a" "2" "的" "-" 241 -0.5 "3" "de"
"42690" 40 "expt2" 19 "b" "2" "的" "-" 334 0.5 "3" "de"
"42836" 40 "expt2" 18 "a" "2" "的" "-" 287 -0.5 "3" "de"
"42982" 40 "expt2" 23 "b" "2" "的" "-" 466 0.5 "3" "de"
"43172" 40 "expt2" 14 "a" "2" "的" "-" 548 -0.5 "3" "de"
"43259" 40 "expt2" 7 "b" "2" "的" "-" 914 0.5 "3" "de"
"43297" 40 "expt2" 11 "b" "2" "的" "-" 315 0.5 "3" "de"
"43475" 40 "expt2" 3 "b" "2" "的" "-" 235 0.5 "3" "de"
"43542" 40 "expt2" 6 "a" "2" "的" "-" 622 -0.5 "3" "de"
"43672" 40 "expt2" 22 "a" "2" "的" "-" 250 -0.5 "3" "de"
"43732" 40 "expt2" 10 "a" "2" "的" "-" 271 -0.5 "3" "de"
"44035" 41 "expt2" 6 "b" "2" "的" "-" 446 0.5 "3" "de"
"44131" 41 "expt2" 17 "a" "2" "的" "-" 699 -0.5 "3" "de"
"44239" 41 "expt2" 1 "a" "2" "的" "-" 809 -0.5 "3" "de"
"44405" 41 "expt2" 5 "a" "2" "的" "-" 361 -0.5 "3" "de"
"44545" 41 "expt2" 18 "b" "2" "的" "-" 316 0.5 "3" "de"
"44566" 41 "expt2" 13 "a" "2" "的" "-" 389 -0.5 "3" "de"
"44615" 41 "expt2" 14 "b" "2" "的" "-" 399 0.5 "3" "de"
"44670" 41 "expt2" 21 "a" "2" "的" "-" 477 -0.5 "3" "de"
"44695" 41 "expt2" 9 "a" "2" "的" "-" 649 -0.5 "3" "de"
"44716" 41 "expt2" 22 "b" "2" "的" "-" 363 0.5 "3" "de"
"44768" 41 "expt2" 10 "b" "2" "的" "-" 481 0.5 "3" "de"
"44843" 41 "expt2" 2 "b" "2" "的" "-" 354 0.5 "3" "de"
"45057" 42 "expt2" 9 "b" "2" "的" "-" 721 0.5 "3" "de"
"45109" 42 "expt2" 4 "a" "2" "的" "-" 425 -0.5 "3" "de"
"45140" 42 "expt2" 21 "b" "2" "的" "-" 669 0.5 "3" "de"
"45188" 42 "expt2" 17 "b" "2" "的" "-" 350 0.5 "3" "de"
"45289" 42 "expt2" 13 "b" "2" "的" "-" 331 0.5 "3" "de"
"45383" 42 "expt2" 24 "a" "2" "的" "-" 302 -0.5 "3" "de"
"45569" 42 "expt2" 16 "a" "2" "的" "-" 857 -0.5 "3" "de"
"45609" 42 "expt2" 1 "b" "2" "的" "-" 376 0.5 "3" "de"
"45680" 42 "expt2" 20 "a" "2" "的" "-" 320 -0.5 "3" "de"
"45905" 42 "expt2" 12 "a" "2" "的" "-" 342 -0.5 "3" "de"
"46046" 42 "expt2" 5 "b" "2" "的" "-" 345 0.5 "3" "de"
"46207" 42 "expt2" 8 "a" "2" "的" "-" 414 -0.5 "3" "de"
"46359" 43 "expt2" 3 "a" "2" "的" "-" 344 -0.5 "3" "de"
"46395" 43 "expt2" 15 "a" "2" "的" "-" 345 -0.5 "3" "de"
"46544" 43 "expt2" 8 "b" "2" "的" "-" 994 0.5 "3" "de"
"46757" 43 "expt2" 19 "a" "2" "的" "-" 408 -0.5 "3" "de"
"46916" 43 "expt2" 4 "b" "2" "的" "-" 752 0.5 "3" "de"
"46969" 43 "expt2" 12 "b" "2" "的" "-" 920 0.5 "3" "de"
"47003" 43 "expt2" 7 "a" "2" "的" "-" 342 -0.5 "3" "de"
"47192" 43 "expt2" 23 "a" "2" "的" "-" 398 -0.5 "3" "de"
"47361" 43 "expt2" 11 "a" "2" "的" "-" 646 -0.5 "3" "de"
"47383" 43 "expt2" 20 "b" "2" "的" "-" 460 0.5 "3" "de"
"47406" 43 "expt2" 24 "b" "2" "的" "-" 662 0.5 "3" "de"
"47441" 43 "expt2" 16 "b" "2" "的" "-" 483 0.5 "3" "de"
"47557" 44 "expt2" 10 "a" "2" "的" "-" 417 -0.5 "3" "de"
"47595" 44 "expt2" 14 "a" "2" "的" "-" 448 -0.5 "3" "de"
"47732" 44 "expt2" 18 "a" "2" "的" "-" 269 -0.5 "3" "de"
"47756" 44 "expt2" 6 "a" "2" "的" "-" 265 -0.5 "3" "de"
"47878" 44 "expt2" 23 "b" "2" "的" "-" 268 0.5 "3" "de"
"47913" 44 "expt2" 19 "b" "2" "的" "-" 346 0.5 "3" "de"
"48095" 44 "expt2" 2 "a" "2" "的" "-" 277 -0.5 "3" "de"
"48251" 44 "expt2" 11 "b" "2" "的" "-" 386 0.5 "3" "de"
"48286" 44 "expt2" 15 "b" "2" "的" "-" 271 0.5 "3" "de"
"48402" 44 "expt2" 22 "a" "2" "的" "-" 308 -0.5 "3" "de"
"48484" 44 "expt2" 3 "b" "2" "的" "-" 228 0.5 "3" "de"
"48732" 44 "expt2" 7 "b" "2" "的" "-" 260 0.5 "3" "de"
"48827" 45 "expt2" 9 "a" "2" "的" "-" 426 -0.5 "3" "de"
"48937" 45 "expt2" 2 "b" "2" "的" "-" 399 0.5 "3" "de"
"48985" 45 "expt2" 18 "b" "2" "的" "-" 381 0.5 "3" "de"
"49088" 45 "expt2" 17 "a" "2" "的" "-" 356 -0.5 "3" "de"
"49136" 45 "expt2" 1 "a" "2" "的" "-" 393 -0.5 "3" "de"
"49303" 45 "expt2" 13 "a" "2" "的" "-" 342 -0.5 "3" "de"
"49339" 45 "expt2" 21 "a" "2" "的" "-" 428 -0.5 "3" "de"
"49362" 45 "expt2" 22 "b" "2" "的" "-" 371 0.5 "3" "de"
"49472" 45 "expt2" 10 "b" "2" "的" "-" 345 0.5 "3" "de"
"49599" 45 "expt2" 5 "a" "2" "的" "-" 311 -0.5 "3" "de"
"49680" 45 "expt2" 6 "b" "2" "的" "-" 409 0.5 "3" "de"
"49780" 45 "expt2" 14 "b" "2" "的" "-" 312 0.5 "3" "de"
"50147" 46 "expt2" 13 "b" "2" "的" "-" 1017 0.5 "3" "de"
"50194" 46 "expt2" 17 "b" "2" "的" "-" 502 0.5 "3" "de"
"50233" 46 "expt2" 24 "a" "2" "的" "-" 556 -0.5 "3" "de"
"50425" 46 "expt2" 5 "b" "2" "的" "-" 434 0.5 "3" "de"
"50509" 46 "expt2" 1 "b" "2" "的" "-" 1079 0.5 "3" "de"
"50555" 46 "expt2" 12 "a" "2" "的" "-" 529 -0.5 "3" "de"
"50651" 46 "expt2" 21 "b" "2" "的" "-" 503 0.5 "3" "de"
"50814" 46 "expt2" 9 "b" "2" "的" "-" 949 0.5 "3" "de"
"50940" 46 "expt2" 4 "a" "2" "的" "-" 430 -0.5 "3" "de"
"50977" 46 "expt2" 16 "a" "2" "的" "-" 394 -0.5 "3" "de"
"51018" 46 "expt2" 20 "a" "2" "的" "-" 452 -0.5 "3" "de"
"51064" 46 "expt2" 8 "a" "2" "的" "-" 509 -0.5 "3" "de"
"51378" 47 "expt2" 7 "a" "2" "的" "-" 368 -0.5 "3" "de"
"51430" 47 "expt2" 3 "a" "2" "的" "-" 408 -0.5 "3" "de"
"51499" 47 "expt2" 23 "a" "2" "的" "-" 383 -0.5 "3" "de"
"51590" 47 "expt2" 19 "a" "2" "的" "-" 959 -0.5 "3" "de"
"51625" 47 "expt2" 8 "b" "2" "的" "-" 460 0.5 "3" "de"
"51716" 47 "expt2" 24 "b" "2" "的" "-" 544 0.5 "3" "de"
"51738" 47 "expt2" 12 "b" "2" "的" "-" 371 0.5 "3" "de"
"51761" 47 "expt2" 16 "b" "2" "的" "-" 357 0.5 "3" "de"
"52099" 47 "expt2" 15 "a" "2" "的" "-" 350 -0.5 "3" "de"
"52148" 47 "expt2" 4 "b" "2" "的" "-" 483 0.5 "3" "de"
"52169" 47 "expt2" 11 "a" "2" "的" "-" 384 -0.5 "3" "de"
"52234" 47 "expt2" 20 "b" "2" "的" "-" 279 0.5 "3" "de"
"52574" 48 "expt2" 14 "a" "2" "的" "-" 915 -0.5 "3" "de"
"52678" 48 "expt2" 2 "a" "2" "的" "-" 418 -0.5 "3" "de"
"52834" 48 "expt2" 18 "a" "2" "的" "-" 360 -0.5 "3" "de"
"52919" 48 "expt2" 22 "a" "2" "的" "-" 546 -0.5 "3" "de"
"52980" 48 "expt2" 6 "a" "2" "的" "-" 1216 -0.5 "3" "de"
"53023" 48 "expt2" 19 "b" "2" "的" "-" 406 0.5 "3" "de"
"53093" 48 "expt2" 15 "b" "2" "的" "-" 476 0.5 "3" "de"
"53193" 48 "expt2" 11 "b" "2" "的" "-" 438 0.5 "3" "de"
"53507" 48 "expt2" 10 "a" "2" "的" "-" 328 -0.5 "3" "de"
"53609" 48 "expt2" 7 "b" "2" "的" "-" 302 0.5 "3" "de"
"53649" 48 "expt2" 23 "b" "2" "的" "-" 452 0.5 "3" "de"
"53731" 48 "expt2" 3 "b" "2" "的" "-" 690 0.5 "3" "de"
"53873" 49 "expt2" 18 "b" "2" "的" "-" 857 0.5 "3" "de"
"53972" 49 "expt2" 6 "b" "2" "的" "-" 825 0.5 "3" "de"
"54089" 49 "expt2" 22 "b" "2" "的" "-" 380 0.5 "3" "de"
"54146" 49 "expt2" 2 "b" "2" "的" "-" 838 0.5 "3" "de"
"54194" 49 "expt2" 5 "a" "2" "的" "-" 300 -0.5 "3" "de"
"54394" 49 "expt2" 1 "a" "2" "的" "-" 512 -0.5 "3" "de"
"54452" 49 "expt2" 9 "a" "2" "的" "-" 516 -0.5 "3" "de"
"54497" 49 "expt2" 17 "a" "2" "的" "-" 448 -0.5 "3" "de"
"54535" 49 "expt2" 14 "b" "2" "的" "-" 468 0.5 "3" "de"
"54661" 49 "expt2" 21 "a" "2" "的" "-" 2657 -0.5 "3" "de"
"54739" 49 "expt2" 13 "a" "2" "的" "-" 543 -0.5 "3" "de"
"54951" 49 "expt2" 10 "b" "2" "的" "-" 762 0.5 "3" "de"
"55092" 5 "expt2" 13 "a" "2" "的" "-" 844 -0.5 "3" "de"
"55122" 5 "expt2" 14 "b" "2" "的" "-" 2973 0.5 "3" "de"
"55175" 5 "expt2" 2 "b" "2" "的" "-" 437 0.5 "3" "de"
"55198" 5 "expt2" 22 "b" "2" "的" "-" 590 0.5 "3" "de"
"55294" 5 "expt2" 1 "a" "2" "的" "-" 590 -0.5 "3" "de"
"55391" 5 "expt2" 21 "a" "2" "的" "-" 544 -0.5 "3" "de"
"55446" 5 "expt2" 10 "b" "2" "的" "-" 771 0.5 "3" "de"
"55659" 5 "expt2" 6 "b" "2" "的" "-" 364 0.5 "3" "de"
"55845" 5 "expt2" 18 "b" "2" "的" "-" 409 0.5 "3" "de"
"55938" 5 "expt2" 9 "a" "2" "的" "-" 545 -0.5 "3" "de"
"56051" 5 "expt2" 17 "a" "2" "的" "-" 409 -0.5 "3" "de"
"56108" 5 "expt2" 5 "a" "2" "的" "-" 454 -0.5 "3" "de"
"56405" 50 "expt2" 16 "a" "2" "的" "-" 410 -0.5 "3" "de"
"56560" 50 "expt2" 8 "a" "2" "的" "-" 297 -0.5 "3" "de"
"56610" 50 "expt2" 1 "b" "2" "的" "-" 484 0.5 "3" "de"
"56648" 50 "expt2" 4 "a" "2" "的" "-" 259 -0.5 "3" "de"
"56763" 50 "expt2" 9 "b" "2" "的" "-" 257 0.5 "3" "de"
"56794" 50 "expt2" 13 "b" "2" "的" "-" 252 0.5 "3" "de"
"56902" 50 "expt2" 24 "a" "2" "的" "-" 240 -0.5 "3" "de"
"57026" 50 "expt2" 17 "b" "2" "的" "-" 236 0.5 "3" "de"
"57335" 50 "expt2" 5 "b" "2" "的" "-" 332 0.5 "3" "de"
"57383" 50 "expt2" 12 "a" "2" "的" "-" 247 -0.5 "3" "de"
"57430" 50 "expt2" 20 "a" "2" "的" "-" 342 -0.5 "3" "de"
"57454" 50 "expt2" 21 "b" "2" "的" "-" 294 0.5 "3" "de"
"58015" 51 "expt2" 4 "b" "2" "的" "-" 1015 0.5 "3" "de"
"58049" 51 "expt2" 7 "a" "2" "的" "-" 505 -0.5 "3" "de"
"58093" 51 "expt2" 16 "b" "2" "的" "-" 555 0.5 "3" "de"
"58138" 51 "expt2" 11 "a" "2" "的" "-" 411 -0.5 "3" "de"
"58159" 51 "expt2" 3 "a" "2" "的" "-" 341 -0.5 "3" "de"
"58201" 51 "expt2" 23 "a" "2" "的" "-" 394 -0.5 "3" "de"
"58310" 51 "expt2" 15 "a" "2" "的" "-" 322 -0.5 "3" "de"
"58359" 51 "expt2" 12 "b" "2" "的" "-" 354 0.5 "3" "de"
"58380" 51 "expt2" 20 "b" "2" "的" "-" 325 0.5 "3" "de"
"58453" 51 "expt2" 24 "b" "2" "的" "-" 367 0.5 "3" "de"
"58515" 51 "expt2" 8 "b" "2" "的" "-" 401 0.5 "3" "de"
"58696" 51 "expt2" 19 "a" "2" "的" "-" 466 -0.5 "3" "de"
"58856" 52 "expt2" 6 "a" "2" "的" "-" 540 -0.5 "3" "de"
"58996" 52 "expt2" 2 "a" "2" "的" "-" 438 -0.5 "3" "de"
"59086" 52 "expt2" 19 "b" "2" "的" "-" 404 0.5 "3" "de"
"59317" 52 "expt2" 10 "a" "2" "的" "-" 366 -0.5 "3" "de"
"59412" 52 "expt2" 15 "b" "2" "的" "-" 499 0.5 "3" "de"
"59480" 52 "expt2" 22 "a" "2" "的" "-" 488 -0.5 "3" "de"
"59505" 52 "expt2" 7 "b" "2" "的" "-" 334 0.5 "3" "de"
"59573" 52 "expt2" 18 "a" "2" "的" "-" 371 -0.5 "3" "de"
"59627" 52 "expt2" 3 "b" "2" "的" "-" 608 0.5 "3" "de"
"59835" 52 "expt2" 11 "b" "2" "的" "-" 381 0.5 "3" "de"
"59870" 52 "expt2" 23 "b" "2" "的" "-" 1911 0.5 "3" "de"
"59926" 52 "expt2" 14 "a" "2" "的" "-" 509 -0.5 "3" "de"
"60054" 53 "expt2" 17 "a" "2" "的" "-" 626 -0.5 "3" "de"
"60089" 53 "expt2" 1 "a" "2" "的" "-" 1866 -0.5 "3" "de"
"60189" 53 "expt2" 10 "b" "2" "的" "-" 364 0.5 "3" "de"
"60255" 53 "expt2" 6 "b" "2" "的" "-" 321 0.5 "3" "de"
"60277" 53 "expt2" 9 "a" "2" "的" "-" 296 -0.5 "3" "de"
"60417" 53 "expt2" 22 "b" "2" "的" "-" 350 0.5 "3" "de"
"60452" 53 "expt2" 2 "b" "2" "的" "-" 319 0.5 "3" "de"
"60546" 53 "expt2" 18 "b" "2" "的" "-" 324 0.5 "3" "de"
"60661" 53 "expt2" 5 "a" "2" "的" "-" 344 -0.5 "3" "de"
"60934" 53 "expt2" 21 "a" "2" "的" "-" 367 -0.5 "3" "de"
"61013" 53 "expt2" 13 "a" "2" "的" "-" 300 -0.5 "3" "de"
"61061" 53 "expt2" 14 "b" "2" "的" "-" 308 0.5 "3" "de"
"61551" 54 "expt2" 13 "b" "2" "的" "-" 450 0.5 "3" "de"
"61624" 54 "expt2" 8 "a" "2" "的" "-" 443 -0.5 "3" "de"
"61697" 54 "expt2" 20 "a" "2" "的" "-" 419 -0.5 "3" "de"
"61896" 54 "expt2" 24 "a" "2" "的" "-" 432 -0.5 "3" "de"
"61944" 54 "expt2" 21 "b" "2" "的" "-" 428 0.5 "3" "de"
"62076" 54 "expt2" 1 "b" "2" "的" "-" 346 0.5 "3" "de"
"62175" 54 "expt2" 4 "a" "2" "的" "-" 655 -0.5 "3" "de"
"62270" 54 "expt2" 17 "b" "2" "的" "-" 307 0.5 "3" "de"
"62315" 54 "expt2" 5 "b" "2" "的" "-" 519 0.5 "3" "de"
"62352" 54 "expt2" 12 "a" "2" "的" "-" 470 -0.5 "3" "de"
"62404" 54 "expt2" 9 "b" "2" "的" "-" 439 0.5 "3" "de"
"62462" 54 "expt2" 16 "a" "2" "的" "-" 336 -0.5 "3" "de"
"62622" 55 "expt2" 16 "b" "2" "的" "-" 641 0.5 "3" "de"
"62643" 55 "expt2" 8 "b" "2" "的" "-" 988 0.5 "3" "de"
"62727" 55 "expt2" 4 "b" "2" "的" "-" 765 0.5 "3" "de"
"62761" 55 "expt2" 24 "b" "2" "的" "-" 759 0.5 "3" "de"
"62874" 55 "expt2" 11 "a" "2" "的" "-" 686 -0.5 "3" "de"
"62944" 55 "expt2" 7 "a" "2" "的" "-" 714 -0.5 "3" "de"
"63079" 55 "expt2" 20 "b" "2" "的" "-" 552 0.5 "3" "de"
"63215" 55 "expt2" 12 "b" "2" "的" "-" 502 0.5 "3" "de"
"63326" 55 "expt2" 23 "a" "2" "的" "-" 563 -0.5 "3" "de"
"63487" 55 "expt2" 3 "a" "2" "的" "-" 487 -0.5 "3" "de"
"63649" 55 "expt2" 19 "a" "2" "的" "-" 431 -0.5 "3" "de"
"63730" 55 "expt2" 15 "a" "2" "的" "-" 400 -0.5 "3" "de"
"63809" 56 "expt2" 22 "a" "2" "的" "-" 926 -0.5 "3" "de"
"63852" 56 "expt2" 3 "b" "2" "的" "-" 451 0.5 "3" "de"
"63963" 56 "expt2" 6 "a" "2" "的" "-" 1212 -0.5 "3" "de"
"64164" 56 "expt2" 15 "b" "2" "的" "-" 634 0.5 "3" "de"
"64284" 56 "expt2" 11 "b" "2" "的" "-" 463 0.5 "3" "de"
"64362" 56 "expt2" 2 "a" "2" "的" "-" 437 -0.5 "3" "de"
"64439" 56 "expt2" 19 "b" "2" "的" "-" 1405 0.5 "3" "de"
"64488" 56 "expt2" 18 "a" "2" "的" "-" 492 -0.5 "3" "de"
"64630" 56 "expt2" 7 "b" "2" "的" "-" 303 0.5 "3" "de"
"64679" 56 "expt2" 14 "a" "2" "的" "-" 492 -0.5 "3" "de"
"64703" 56 "expt2" 10 "a" "2" "的" "-" 380 -0.5 "3" "de"
"64808" 56 "expt2" 23 "b" "2" "的" "-" 1297 0.5 "3" "de"
"65056" 57 "expt2" 9 "a" "2" "的" "-" 453 -0.5 "3" "de"
"65275" 57 "expt2" 10 "b" "2" "的" "-" 707 0.5 "3" "de"
"65297" 57 "expt2" 21 "a" "2" "的" "-" 493 -0.5 "3" "de"
"65396" 57 "expt2" 2 "b" "2" "的" "-" 660 0.5 "3" "de"
"65465" 57 "expt2" 1 "a" "2" "的" "-" 720 -0.5 "3" "de"
"65648" 57 "expt2" 17 "a" "2" "的" "-" 442 -0.5 "3" "de"
"65707" 57 "expt2" 18 "b" "2" "的" "-" 483 0.5 "3" "de"
"65729" 57 "expt2" 6 "b" "2" "的" "-" 445 0.5 "3" "de"
"65890" 57 "expt2" 22 "b" "2" "的" "-" 404 0.5 "3" "de"
"66046" 57 "expt2" 13 "a" "2" "的" "-" 298 -0.5 "3" "de"
"66145" 57 "expt2" 14 "b" "2" "的" "-" 355 0.5 "3" "de"
"66197" 57 "expt2" 5 "a" "2" "的" "-" 353 -0.5 "3" "de"
"66305" 58 "expt2" 5 "b" "2" "的" "-" 1029 0.5 "3" "de"
"66382" 58 "expt2" 20 "a" "2" "的" "-" 567 -0.5 "3" "de"
"66490" 58 "expt2" 12 "a" "2" "的" "-" 550 -0.5 "3" "de"
"66594" 58 "expt2" 16 "a" "2" "的" "-" 630 -0.5 "3" "de"
"66615" 58 "expt2" 1 "b" "2" "的" "-" 1625 0.5 "3" "de"
"66800" 58 "expt2" 8 "a" "2" "的" "-" 498 -0.5 "3" "de"
"66879" 58 "expt2" 17 "b" "2" "的" "-" 396 0.5 "3" "de"
"66948" 58 "expt2" 21 "b" "2" "的" "-" 371 0.5 "3" "de"
"67135" 58 "expt2" 9 "b" "2" "的" "-" 382 0.5 "3" "de"
"67157" 58 "expt2" 24 "a" "2" "的" "-" 450 -0.5 "3" "de"
"67362" 58 "expt2" 4 "a" "2" "的" "-" 416 -0.5 "3" "de"
"67467" 58 "expt2" 13 "b" "2" "的" "-" 398 0.5 "3" "de"
"67666" 59 "expt2" 16 "b" "2" "的" "-" 397 0.5 "3" "de"
"67774" 59 "expt2" 11 "a" "2" "的" "-" 356 -0.5 "3" "de"
"67824" 59 "expt2" 12 "b" "2" "的" "-" 419 0.5 "3" "de"
"67893" 59 "expt2" 15 "a" "2" "的" "-" 364 -0.5 "3" "de"
"68098" 59 "expt2" 24 "b" "2" "的" "-" 324 0.5 "3" "de"
"68167" 59 "expt2" 3 "a" "2" "的" "-" 306 -0.5 "3" "de"
"68269" 59 "expt2" 4 "b" "2" "的" "-" 354 0.5 "3" "de"
"68410" 59 "expt2" 20 "b" "2" "的" "-" 333 0.5 "3" "de"
"68448" 59 "expt2" 19 "a" "2" "的" "-" 352 -0.5 "3" "de"
"68495" 59 "expt2" 23 "a" "2" "的" "-" 455 -0.5 "3" "de"
"68552" 59 "expt2" 8 "b" "2" "的" "-" 362 0.5 "3" "de"
"68733" 59 "expt2" 7 "a" "2" "的" "-" 240 -0.5 "3" "de"
"68804" 6 "expt2" 12 "a" "2" "的" "-" 753 -0.5 "3" "de"
"68896" 6 "expt2" 17 "b" "2" "的" "-" 454 0.5 "3" "de"
"69064" 6 "expt2" 1 "b" "2" "的" "-" 499 0.5 "3" "de"
"69107" 6 "expt2" 4 "a" "2" "的" "-" 544 -0.5 "3" "de"
"69128" 6 "expt2" 20 "a" "2" "的" "-" 457 -0.5 "3" "de"
"69169" 6 "expt2" 13 "b" "2" "的" "-" 571 0.5 "3" "de"
"69408" 6 "expt2" 21 "b" "2" "的" "-" 590 0.5 "3" "de"
"69604" 6 "expt2" 16 "a" "2" "的" "-" 1224 -0.5 "3" "de"
"69660" 6 "expt2" 9 "b" "2" "的" "-" 726 0.5 "3" "de"
"69740" 6 "expt2" 24 "a" "2" "的" "-" 499 -0.5 "3" "de"
