"subj" "item" "condition" "rt" "rcpos"
"47194" "43.dat" 23 "a" 1001 "5"
"472291" "43.dat" 2 "d" 413 "1"
"472301" "43.dat" 2 "d" 501 "2"
"472311" "43.dat" 2 "d" 521 "3"
"472321" "43.dat" 2 "d" 373 "4"
"472331" "43.dat" 2 "d" 2309 "5"
"47262" "43.dat" 21 "c" 401 "1"
"47263" "43.dat" 21 "c" 385 "2"
"47264" "43.dat" 21 "c" 409 "3"
"47265" "43.dat" 21 "c" 1322 "4"
"47266" "43.dat" 21 "c" 476 "5"
"47293" "43.dat" 10 "d" 469 "1"
"472941" "43.dat" 10 "d" 599 "2"
"472951" "43.dat" 10 "d" 371 "3"
"472961" "43.dat" 10 "d" 720 "4"
"472971" "43.dat" 10 "d" 1283 "5"
"47359" "43.dat" 11 "a" 326 "1"
"47360" "43.dat" 11 "a" 2232 "2"
"47361" "43.dat" 11 "a" 646 "3"
"47362" "43.dat" 11 "a" 2063 "4"
"47363" "43.dat" 11 "a" 546 "5"
"47381" "43.dat" 20 "b" 693 "1"
"47382" "43.dat" 20 "b" 693 "2"
"47383" "43.dat" 20 "b" 460 "3"
"47384" "43.dat" 20 "b" 593 "4"
"47385" "43.dat" 20 "b" 576 "5"
"474041" "43.dat" 24 "b" 441 "1"
"474051" "43.dat" 24 "b" 798 "2"
"474061" "43.dat" 24 "b" 662 "3"
"474071" "43.dat" 24 "b" 1553 "4"
"474081" "43.dat" 24 "b" 1272 "5"
"47439" "43.dat" 16 "b" 426 "1"
"47440" "43.dat" 16 "b" 406 "2"
"47441" "43.dat" 16 "b" 483 "3"
"47442" "43.dat" 16 "b" 1190 "4"
"47443" "43.dat" 16 "b" 520 "5"
"47555" "44.dat" 10 "a" 476 "1"
"47556" "44.dat" 10 "a" 484 "2"
"47557" "44.dat" 10 "a" 417 "3"
"47558" "44.dat" 10 "a" 338 "4"
"47559" "44.dat" 10 "a" 467 "5"
"47593" "44.dat" 14 "a" 648 "1"
"47594" "44.dat" 14 "a" 471 "2"
"47595" "44.dat" 14 "a" 448 "3"
"47596" "44.dat" 14 "a" 949 "4"
"47597" "44.dat" 14 "a" 976 "5"
"47645" "44.dat" 9 "d" 282 "1"
"47646" "44.dat" 9 "d" 321 "2"
"47647" "44.dat" 9 "d" 489 "3"
"47648" "44.dat" 9 "d" 347 "4"
"47649" "44.dat" 9 "d" 437 "5"
"47730" "44.dat" 18 "a" 541 "1"
"47731" "44.dat" 18 "a" 370 "2"
"47732" "44.dat" 18 "a" 269 "3"
"47733" "44.dat" 18 "a" 292 "4"
"47734" "44.dat" 18 "a" 9961 "5"
"47754" "44.dat" 6 "a" 357 "1"
"47755" "44.dat" 6 "a" 349 "2"
"47756" "44.dat" 6 "a" 265 "3"
"47757" "44.dat" 6 "a" 294 "4"
"47758" "44.dat" 6 "a" 367 "5"
"47798" "44.dat" 8 "c" 345 "1"
"47799" "44.dat" 8 "c" 268 "2"
"47800" "44.dat" 8 "c" 376 "3"
"47801" "44.dat" 8 "c" 286 "4"
"47802" "44.dat" 8 "c" 320 "5"
"47876" "44.dat" 23 "b" 314 "1"
"47877" "44.dat" 23 "b" 260 "2"
"47878" "44.dat" 23 "b" 268 "3"
"47879" "44.dat" 23 "b" 256 "4"
"47880" "44.dat" 23 "b" 281 "5"
"47911" "44.dat" 19 "b" 591 "1"
"47912" "44.dat" 19 "b" 421 "2"
"47913" "44.dat" 19 "b" 346 "3"
"47914" "44.dat" 19 "b" 471 "4"
"47915" "44.dat" 19 "b" 322 "5"
"47950" "44.dat" 5 "d" 291 "1"
"47951" "44.dat" 5 "d" 539 "2"
"47952" "44.dat" 5 "d" 389 "3"
"47953" "44.dat" 5 "d" 503 "4"
"47954" "44.dat" 5 "d" 588 "5"
"47996" "44.dat" 13 "d" 301 "1"
"47997" "44.dat" 13 "d" 299 "2"
"47998" "44.dat" 13 "d" 275 "3"
"47999" "44.dat" 13 "d" 316 "4"
"48000" "44.dat" 13 "d" 397 "5"
"48070" "44.dat" 4 "c" 435 "1"
"48071" "44.dat" 4 "c" 377 "2"
"48072" "44.dat" 4 "c" 336 "3"
"48073" "44.dat" 4 "c" 335 "4"
"48074" "44.dat" 4 "c" 444 "5"
"48093" "44.dat" 2 "a" 425 "1"
"48094" "44.dat" 2 "a" 351 "2"
"48095" "44.dat" 2 "a" 277 "3"
"48096" "44.dat" 2 "a" 348 "4"
"48097" "44.dat" 2 "a" 430 "5"
"48126" "44.dat" 16 "c" 517 "1"
"48127" "44.dat" 16 "c" 381 "2"
"48128" "44.dat" 16 "c" 383 "3"
"48129" "44.dat" 16 "c" 1322 "4"
"48130" "44.dat" 16 "c" 555 "5"
"48215" "44.dat" 24 "c" 344 "1"
"48216" "44.dat" 24 "c" 369 "2"
"48217" "44.dat" 24 "c" 332 "3"
"48218" "44.dat" 24 "c" 400 "4"
"48219" "44.dat" 24 "c" 2619 "5"
"48249" "44.dat" 11 "b" 475 "1"
"48250" "44.dat" 11 "b" 398 "2"
"48251" "44.dat" 11 "b" 386 "3"
"48252" "44.dat" 11 "b" 409 "4"
"48253" "44.dat" 11 "b" 493 "5"
"48284" "44.dat" 15 "b" 395 "1"
"48285" "44.dat" 15 "b" 317 "2"
"48286" "44.dat" 15 "b" 271 "3"
"48287" "44.dat" 15 "b" 279 "4"
"48288" "44.dat" 15 "b" 360 "5"
"48308" "44.dat" 12 "c" 292 "1"
"48309" "44.dat" 12 "c" 1080 "2"
"48310" "44.dat" 12 "c" 368 "3"
"48311" "44.dat" 12 "c" 665 "4"
"48312" "44.dat" 12 "c" 353 "5"
"48400" "44.dat" 22 "a" 445 "1"
"48401" "44.dat" 22 "a" 287 "2"
"48402" "44.dat" 22 "a" 308 "3"
"48403" "44.dat" 22 "a" 270 "4"
"48404" "44.dat" 22 "a" 287 "5"
"484821" "44.dat" 3 "b" 415 "1"
"484831" "44.dat" 3 "b" 260 "2"
"484841" "44.dat" 3 "b" 228 "3"
"484851" "44.dat" 3 "b" 431 "4"
"484861" "44.dat" 3 "b" 223 "5"
"48542" "44.dat" 1 "d" 357 "1"
"48543" "44.dat" 1 "d" 382 "2"
"48544" "44.dat" 1 "d" 437 "3"
"48545" "44.dat" 1 "d" 1591 "4"
"48546" "44.dat" 1 "d" 595 "5"
"48565" "44.dat" 21 "d" 257 "1"
"48566" "44.dat" 21 "d" 657 "2"
"48567" "44.dat" 21 "d" 411 "3"
"48568" "44.dat" 21 "d" 432 "4"
"48569" "44.dat" 21 "d" 1046 "5"
"48613" "44.dat" 20 "c" 284 "1"
"48614" "44.dat" 20 "c" 337 "2"
"48615" "44.dat" 20 "c" 726 "3"
"48616" "44.dat" 20 "c" 469 "4"
"48617" "44.dat" 20 "c" 389 "5"
"48675" "44.dat" 17 "d" 306 "1"
"48676" "44.dat" 17 "d" 618 "2"
"48677" "44.dat" 17 "d" 327 "3"
"48678" "44.dat" 17 "d" 701 "4"
"48679" "44.dat" 17 "d" 881 "5"
"487301" "44.dat" 7 "b" 390 "1"
"487311" "44.dat" 7 "b" 254 "2"
"487321" "44.dat" 7 "b" 260 "3"
"487331" "44.dat" 7 "b" 276 "4"
"487341" "44.dat" 7 "b" 1373 "5"
"48825" "45.dat" 9 "a" 606 "1"
"48826" "45.dat" 9 "a" 767 "2"
"48827" "45.dat" 9 "a" 426 "3"
"48828" "45.dat" 9 "a" 546 "4"
"48829" "45.dat" 9 "a" 597 "5"
"48879" "45.dat" 11 "c" 1117 "1"
"48880" "45.dat" 11 "c" 1009 "2"
"48881" "45.dat" 11 "c" 351 "3"
"48882" "45.dat" 11 "c" 337 "4"
"48883" "45.dat" 11 "c" 458 "5"
"48935" "45.dat" 2 "b" 672 "1"
"48936" "45.dat" 2 "b" 402 "2"
"48937" "45.dat" 2 "b" 399 "3"
"48938" "45.dat" 2 "b" 682 "4"
"48939" "45.dat" 2 "b" 2929 "5"
"48983" "45.dat" 18 "b" 322 "1"
"48984" "45.dat" 18 "b" 505 "2"
"48985" "45.dat" 18 "b" 381 "3"
"48986" "45.dat" 18 "b" 309 "4"
"48987" "45.dat" 18 "b" 542 "5"
"490861" "45.dat" 17 "a" 604 "1"
"490871" "45.dat" 17 "a" 566 "2"
"490881" "45.dat" 17 "a" 356 "3"
"490891" "45.dat" 17 "a" 321 "4"
"490901" "45.dat" 17 "a" 345 "5"
"49134" "45.dat" 1 "a" 436 "1"
"49135" "45.dat" 1 "a" 458 "2"
"49136" "45.dat" 1 "a" 393 "3"
"49137" "45.dat" 1 "a" 382 "4"
"49138" "45.dat" 1 "a" 426 "5"
"49252" "45.dat" 15 "c" 1151 "1"
"49253" "45.dat" 15 "c" 434 "2"
"49254" "45.dat" 15 "c" 332 "3"
"49255" "45.dat" 15 "c" 3790 "4"
"49256" "45.dat" 15 "c" 544 "5"
"49271" "45.dat" 16 "d" 1118 "1"
"49272" "45.dat" 16 "d" 709 "2"
"49273" "45.dat" 16 "d" 516 "3"
"49274" "45.dat" 16 "d" 4175 "4"
"49275" "45.dat" 16 "d" 353 "5"
"493011" "45.dat" 13 "a" 321 "1"
"49302" "45.dat" 13 "a" 654 "2"
"49303" "45.dat" 13 "a" 342 "3"
"49304" "45.dat" 13 "a" 362 "4"
"49305" "45.dat" 13 "a" 454 "5"
"49337" "45.dat" 21 "a" 800 "1"
"49338" "45.dat" 21 "a" 631 "2"
"49339" "45.dat" 21 "a" 428 "3"
"49340" "45.dat" 21 "a" 528 "4"
"49341" "45.dat" 21 "a" 589 "5"
"493601" "45.dat" 22 "b" 494 "1"
"493611" "45.dat" 22 "b" 665 "2"
"493621" "45.dat" 22 "b" 371 "3"
"493631" "45.dat" 22 "b" 414 "4"
"493641" "45.dat" 22 "b" 666 "5"
"49428" "45.dat" 24 "d" 437 "1"
"49429" "45.dat" 24 "d" 1046 "2"
"49430" "45.dat" 24 "d" 456 "3"
"49431" "45.dat" 24 "d" 3932 "4"
"49432" "45.dat" 24 "d" 431 "5"
"49449" "45.dat" 7 "c" 370 "1"
"49450" "45.dat" 7 "c" 869 "2"
"49451" "45.dat" 7 "c" 414 "3"
"49452" "45.dat" 7 "c" 2114 "4"
"494531" "45.dat" 7 "c" 1533 "5"
"49470" "45.dat" 10 "b" 408 "1"
"49471" "45.dat" 10 "b" 1142 "2"
"49472" "45.dat" 10 "b" 345 "3"
"49473" "45.dat" 10 "b" 466 "4"
"49474" "45.dat" 10 "b" 594 "5"
"49527" "45.dat" 19 "c" 325 "1"
"49528" "45.dat" 19 "c" 674 "2"
"49529" "45.dat" 19 "c" 330 "3"
"49530" "45.dat" 19 "c" 298 "4"
"49531" "45.dat" 19 "c" 416 "5"
"495971" "45.dat" 5 "a" 369 "1"
"495981" "45.dat" 5 "a" 480 "2"
"495991" "45.dat" 5 "a" 311 "3"
"496001" "45.dat" 5 "a" 309 "4"
"496011" "45.dat" 5 "a" 519 "5"
"49622" "45.dat" 23 "c" 1483 "1"
"496231" "45.dat" 23 "c" 335 "2"
"496241" "45.dat" 23 "c" 475 "3"
"496251" "45.dat" 23 "c" 635 "4"
"496261" "45.dat" 23 "c" 383 "5"
"49678" "45.dat" 6 "b" 459 "1"
"49679" "45.dat" 6 "b" 406 "2"
"49680" "45.dat" 6 "b" 409 "3"
"49681" "45.dat" 6 "b" 510 "4"
"49682" "45.dat" 6 "b" 386 "5"
"49701" "45.dat" 8 "d" 545 "1"
"49702" "45.dat" 8 "d" 396 "2"
"49703" "45.dat" 8 "d" 339 "3"
"49704" "45.dat" 8 "d" 255 "4"
"49705" "45.dat" 8 "d" 986 "5"
"497251" "45.dat" 12 "d" 384 "1"
"497261" "45.dat" 12 "d" 477 "2"
"497271" "45.dat" 12 "d" 403 "3"
"497281" "45.dat" 12 "d" 936 "4"
"497291" "45.dat" 12 "d" 340 "5"
"497781" "45.dat" 14 "b" 313 "1"
"497791" "45.dat" 14 "b" 422 "2"
"497801" "45.dat" 14 "b" 312 "3"
"497811" "45.dat" 14 "b" 287 "4"
"497821" "45.dat" 14 "b" 411 "5"
"49840" "45.dat" 4 "d" 417 "1"
"49841" "45.dat" 4 "d" 589 "2"
"49842" "45.dat" 4 "d" 510 "3"
"49843" "45.dat" 4 "d" 679 "4"
"49844" "45.dat" 4 "d" 2437 "5"
"49920" "45.dat" 3 "c" 372 "1"
"49921" "45.dat" 3 "c" 652 "2"
"49922" "45.dat" 3 "c" 385 "3"
"49923" "45.dat" 3 "c" 759 "4"
"49924" "45.dat" 3 "c" 324 "5"
"49959" "45.dat" 20 "d" 559 "1"
"49960" "45.dat" 20 "d" 1504 "2"
"49961" "45.dat" 20 "d" 500 "3"
"49962" "45.dat" 20 "d" 565 "4"
"49963" "45.dat" 20 "d" 889 "5"
"500851" "46.dat" 22 "c" 1431 "1"
"500861" "46.dat" 22 "c" 1231 "2"
"500871" "46.dat" 22 "c" 516 "3"
"500881" "46.dat" 22 "c" 532 "4"
"500891" "46.dat" 22 "c" 544 "5"
"50145" "46.dat" 13 "b" 592 "1"
"50146" "46.dat" 13 "b" 667 "2"
"50147" "46.dat" 13 "b" 1017 "3"
"50148" "46.dat" 13 "b" 695 "4"
"50149" "46.dat" 13 "b" 790 "5"
"50192" "46.dat" 17 "b" 759 "1"
"50193" "46.dat" 17 "b" 643 "2"
"50194" "46.dat" 17 "b" 502 "3"
"50195" "46.dat" 17 "b" 1166 "4"
"50196" "46.dat" 17 "b" 521 "5"
"50231" "46.dat" 24 "a" 1343 "1"
"50232" "46.dat" 24 "a" 1676 "2"
"50233" "46.dat" 24 "a" 556 "3"
"50234" "46.dat" 24 "a" 1801 "4"
"50235" "46.dat" 24 "a" 623 "5"
"50256" "46.dat" 7 "d" 1956 "1"
"50257" "46.dat" 7 "d" 774 "2"
"50258" "46.dat" 7 "d" 588 "3"
"50259" "46.dat" 7 "d" 2442 "4"
"50260" "46.dat" 7 "d" 492 "5"
"50310" "46.dat" 11 "d" 541 "1"
"50311" "46.dat" 11 "d" 676 "2"
"50312" "46.dat" 11 "d" 472 "3"
"50313" "46.dat" 11 "d" 725 "4"
"50314" "46.dat" 11 "d" 538 "5"
"50342" "46.dat" 18 "c" 712 "1"
"50343" "46.dat" 18 "c" 553 "2"
"50344" "46.dat" 18 "c" 946 "3"
"50345" "46.dat" 18 "c" 555 "4"
"50346" "46.dat" 18 "c" 625 "5"
"50423" "46.dat" 5 "b" 655 "1"
"50424" "46.dat" 5 "b" 669 "2"
"50425" "46.dat" 5 "b" 434 "3"
"50426" "46.dat" 5 "b" 567 "4"
"50427" "46.dat" 5 "b" 587 "5"
"505071" "46.dat" 1 "b" 766 "1"
"505081" "46.dat" 1 "b" 1328 "2"
"505091" "46.dat" 1 "b" 1079 "3"
"50510" "46.dat" 1 "b" 586 "4"
"50511" "46.dat" 1 "b" 894 "5"
"50553" "46.dat" 12 "a" 656 "1"
"50554" "46.dat" 12 "a" 845 "2"
"50555" "46.dat" 12 "a" 529 "3"
"50556" "46.dat" 12 "a" 1880 "4"
"50557" "46.dat" 12 "a" 552 "5"
"50649" "46.dat" 21 "b" 767 "1"
"50650" "46.dat" 21 "b" 576 "2"
"50651" "46.dat" 21 "b" 503 "3"
"50652" "46.dat" 21 "b" 2091 "4"
"50653" "46.dat" 21 "b" 465 "5"
"50683" "46.dat" 10 "c" 2381 "1"
"50684" "46.dat" 10 "c" 494 "2"
"50685" "46.dat" 10 "c" 458 "3"
"50686" "46.dat" 10 "c" 821 "4"
"50687" "46.dat" 10 "c" 449 "5"
"50744" "46.dat" 6 "c" 824 "1"
"50745" "46.dat" 6 "c" 739 "2"
"50746" "46.dat" 6 "c" 454 "3"
"50747" "46.dat" 6 "c" 869 "4"
"50748" "46.dat" 6 "c" 586 "5"
"50765" "46.dat" 15 "d" 540 "1"
"50766" "46.dat" 15 "d" 749 "2"
"50767" "46.dat" 15 "d" 504 "3"
"50768" "46.dat" 15 "d" 1434 "4"
"50769" "46.dat" 15 "d" 556 "5"
"50812" "46.dat" 9 "b" 618 "1"
"50813" "46.dat" 9 "b" 790 "2"
"50814" "46.dat" 9 "b" 949 "3"
"50815" "46.dat" 9 "b" 1767 "4"
"50816" "46.dat" 9 "b" 468 "5"
"50919" "46.dat" 19 "d" 565 "1"
"50920" "46.dat" 19 "d" 878 "2"
"50921" "46.dat" 19 "d" 879 "3"
"50922" "46.dat" 19 "d" 701 "4"
"50923" "46.dat" 19 "d" 481 "5"
"50938" "46.dat" 4 "a" 985 "1"
"50939" "46.dat" 4 "a" 610 "2"
"50940" "46.dat" 4 "a" 430 "3"
"50941" "46.dat" 4 "a" 387 "4"
"50942" "46.dat" 4 "a" 507 "5"
"50975" "46.dat" 16 "a" 708 "1"
"50976" "46.dat" 16 "a" 497 "2"
"50977" "46.dat" 16 "a" 394 "3"
"50978" "46.dat" 16 "a" 500 "4"
"50979" "46.dat" 16 "a" 782 "5"
"509971" "46.dat" 14 "c" 1312 "1"
"50998" "46.dat" 14 "c" 646 "2"
"50999" "46.dat" 14 "c" 450 "3"
"51000" "46.dat" 14 "c" 653 "4"
"51001" "46.dat" 14 "c" 383 "5"
"51016" "46.dat" 20 "a" 528 "1"
"51017" "46.dat" 20 "a" 528 "2"
"51018" "46.dat" 20 "a" 452 "3"
"51019" "46.dat" 20 "a" 524 "4"
"51020" "46.dat" 20 "a" 746 "5"
"510621" "46.dat" 8 "a" 613 "1"
"510631" "46.dat" 8 "a" 1604 "2"
"51064" "46.dat" 8 "a" 509 "3"
"51065" "46.dat" 8 "a" 1021 "4"
"51066" "46.dat" 8 "a" 610 "5"
"51088" "46.dat" 3 "d" 441 "1"
"51089" "46.dat" 3 "d" 460 "2"
"51090" "46.dat" 3 "d" 380 "3"
"51091" "46.dat" 3 "d" 386 "4"
"51092" "46.dat" 3 "d" 339 "5"
"51122" "46.dat" 2 "c" 541 "1"
"51123" "46.dat" 2 "c" 463 "2"
"51124" "46.dat" 2 "c" 366 "3"
"51125" "46.dat" 2 "c" 346 "4"
"51126" "46.dat" 2 "c" 1369 "5"
"51201" "46.dat" 23 "d" 296 "1"
"51202" "46.dat" 23 "d" 327 "2"
"51203" "46.dat" 23 "d" 620 "3"
"512041" "46.dat" 23 "d" 315 "4"
"512051" "46.dat" 23 "d" 635 "5"
"51306" "47.dat" 14 "d" 921 "1"
"51307" "47.dat" 14 "d" 608 "2"
"51308" "47.dat" 14 "d" 856 "3"
"51309" "47.dat" 14 "d" 634 "4"
"51310" "47.dat" 14 "d" 986 "5"
"51376" "47.dat" 7 "a" 392 "1"
"51377" "47.dat" 7 "a" 481 "2"
"51378" "47.dat" 7 "a" 368 "3"
"51379" "47.dat" 7 "a" 381 "4"
"513801" "47.dat" 7 "a" 950 "5"
"51428" "47.dat" 3 "a" 444 "1"
"51429" "47.dat" 3 "a" 455 "2"
"51430" "47.dat" 3 "a" 408 "3"
"514311" "47.dat" 3 "a" 433 "4"
"514321" "47.dat" 3 "a" 380 "5"
"51477" "47.dat" 17 "c" 564 "1"
"51478" "47.dat" 17 "c" 472 "2"
"51479" "47.dat" 17 "c" 844 "3"
"51480" "47.dat" 17 "c" 497 "4"
"51481" "47.dat" 17 "c" 505 "5"
"51497" "47.dat" 23 "a" 398 "1"
"51498" "47.dat" 23 "a" 1707 "2"
"51499" "47.dat" 23 "a" 383 "3"
"51500" "47.dat" 23 "a" 430 "4"
"51501" "47.dat" 23 "a" 500 "5"
"51521" "47.dat" 2 "d" 493 "1"
"51522" "47.dat" 2 "d" 474 "2"
"51523" "47.dat" 2 "d" 543 "3"
"51524" "47.dat" 2 "d" 743 "4"
"51525" "47.dat" 2 "d" 480 "5"
"51588" "47.dat" 19 "a" 346 "1"
"51589" "47.dat" 19 "a" 786 "2"
"51590" "47.dat" 19 "a" 959 "3"
"51591" "47.dat" 19 "a" 419 "4"
"51592" "47.dat" 19 "a" 627 "5"
"51623" "47.dat" 8 "b" 381 "1"
"51624" "47.dat" 8 "b" 576 "2"
"51625" "47.dat" 8 "b" 460 "3"
"51626" "47.dat" 8 "b" 663 "4"
"51627" "47.dat" 8 "b" 586 "5"
"51714" "47.dat" 24 "b" 513 "1"
"51715" "47.dat" 24 "b" 760 "2"
"51716" "47.dat" 24 "b" 544 "3"
"51717" "47.dat" 24 "b" 792 "4"
"51718" "47.dat" 24 "b" 759 "5"
"51736" "47.dat" 12 "b" 553 "1"
"51737" "47.dat" 12 "b" 1025 "2"
"51738" "47.dat" 12 "b" 371 "3"
"51739" "47.dat" 12 "b" 577 "4"
"51740" "47.dat" 12 "b" 446 "5"
"517591" "47.dat" 16 "b" 447 "1"
"517601" "47.dat" 16 "b" 677 "2"
"517611" "47.dat" 16 "b" 357 "3"
"517621" "47.dat" 16 "b" 695 "4"
"517631" "47.dat" 16 "b" 615 "5"
"51846" "47.dat" 1 "c" 595 "1"
"51847" "47.dat" 1 "c" 544 "2"
"51848" "47.dat" 1 "c" 615 "3"
"51849" "47.dat" 1 "c" 440 "4"
"51850" "47.dat" 1 "c" 561 "5"
"51938" "47.dat" 10 "d" 426 "1"
"51939" "47.dat" 10 "d" 465 "2"
"51940" "47.dat" 10 "d" 625 "3"
"51941" "47.dat" 10 "d" 458 "4"
"51942" "47.dat" 10 "d" 553 "5"
"51964" "47.dat" 9 "c" 446 "1"
"51965" "47.dat" 9 "c" 808 "2"
"51966" "47.dat" 9 "c" 400 "3"
"51967" "47.dat" 9 "c" 442 "4"
"51968" "47.dat" 9 "c" 407 "5"
"520341" "47.dat" 18 "d" 407 "1"
"520351" "47.dat" 18 "d" 456 "2"
"520361" "47.dat" 18 "d" 486 "3"
"520371" "47.dat" 18 "d" 425 "4"
"520381" "47.dat" 18 "d" 383 "5"
"520681" "47.dat" 13 "c" 537 "1"
"52069" "47.dat" 13 "c" 598 "2"
"52070" "47.dat" 13 "c" 454 "3"
"52071" "47.dat" 13 "c" 640 "4"
"52072" "47.dat" 13 "c" 469 "5"
"52097" "47.dat" 15 "a" 425 "1"
"52098" "47.dat" 15 "a" 443 "2"
"52099" "47.dat" 15 "a" 350 "3"
"52100" "47.dat" 15 "a" 354 "4"
"52101" "47.dat" 15 "a" 529 "5"
"52146" "47.dat" 4 "b" 491 "1"
"52147" "47.dat" 4 "b" 323 "2"
"52148" "47.dat" 4 "b" 483 "3"
"52149" "47.dat" 4 "b" 385 "4"
"52150" "47.dat" 4 "b" 569 "5"
"52167" "47.dat" 11 "a" 587 "1"
"52168" "47.dat" 11 "a" 828 "2"
"52169" "47.dat" 11 "a" 384 "3"
"521701" "47.dat" 11 "a" 413 "4"
"521711" "47.dat" 11 "a" 619 "5"
"52188" "47.dat" 5 "c" 855 "1"
"52189" "47.dat" 5 "c" 1968 "2"
"52190" "47.dat" 5 "c" 447 "3"
"52191" "47.dat" 5 "c" 449 "4"
"52192" "47.dat" 5 "c" 404 "5"
"52232" "47.dat" 20 "b" 1503 "1"
"52233" "47.dat" 20 "b" 480 "2"
"52234" "47.dat" 20 "b" 279 "3"
"52235" "47.dat" 20 "b" 845 "4"
"52236" "47.dat" 20 "b" 838 "5"
"522571" "47.dat" 22 "d" 406 "1"
"522581" "47.dat" 22 "d" 364 "2"
"522591" "47.dat" 22 "d" 358 "3"
"522601" "47.dat" 22 "d" 1141 "4"
"522611" "47.dat" 22 "d" 460 "5"
"52342" "47.dat" 6 "d" 366 "1"
"52343" "47.dat" 6 "d" 537 "2"
"52344" "47.dat" 6 "d" 445 "3"
"52345" "47.dat" 6 "d" 591 "4"
"52346" "47.dat" 6 "d" 405 "5"
"52378" "47.dat" 21 "c" 567 "1"
"52379" "47.dat" 21 "c" 370 "2"
"52380" "47.dat" 21 "c" 533 "3"
"52381" "47.dat" 21 "c" 343 "4"
"52382" "47.dat" 21 "c" 301 "5"
"52555" "48.dat" 8 "c" 593 "1"
"52556" "48.dat" 8 "c" 532 "2"
"52557" "48.dat" 8 "c" 1319 "3"
"52558" "48.dat" 8 "c" 566 "4"
"52559" "48.dat" 8 "c" 489 "5"
"52572" "48.dat" 14 "a" 3184 "1"
"52573" "48.dat" 14 "a" 903 "2"
"52574" "48.dat" 14 "a" 915 "3"
"52575" "48.dat" 14 "a" 2089 "4"
"52576" "48.dat" 14 "a" 1142 "5"
"52653" "48.dat" 17 "d" 565 "1"
"52654" "48.dat" 17 "d" 550 "2"
"52655" "48.dat" 17 "d" 1858 "3"
"52656" "48.dat" 17 "d" 425 "4"
"52657" "48.dat" 17 "d" 749 "5"
"52676" "48.dat" 2 "a" 493 "1"
"52677" "48.dat" 2 "a" 538 "2"
"52678" "48.dat" 2 "a" 418 "3"
"52679" "48.dat" 2 "a" 485 "4"
"52680" "48.dat" 2 "a" 497 "5"
"52710" "48.dat" 21 "d" 939 "1"
"52711" "48.dat" 21 "d" 1474 "2"
"52712" "48.dat" 21 "d" 1857 "3"
"52713" "48.dat" 21 "d" 438 "4"
"52714" "48.dat" 21 "d" 447 "5"
"52733" "48.dat" 9 "d" 620 "1"
"52734" "48.dat" 9 "d" 1067 "2"
"52735" "48.dat" 9 "d" 669 "3"
"52736" "48.dat" 9 "d" 432 "4"
"52737" "48.dat" 9 "d" 403 "5"
"52798" "48.dat" 13 "d" 484 "1"
"52799" "48.dat" 13 "d" 452 "2"
"52800" "48.dat" 13 "d" 2011 "3"
"52801" "48.dat" 13 "d" 433 "4"
"52802" "48.dat" 13 "d" 825 "5"
"52832" "48.dat" 18 "a" 459 "1"
"52833" "48.dat" 18 "a" 434 "2"
"52834" "48.dat" 18 "a" 360 "3"
"52835" "48.dat" 18 "a" 425 "4"
"52836" "48.dat" 18 "a" 807 "5"
"52883" "48.dat" 24 "c" 658 "1"
"52884" "48.dat" 24 "c" 690 "2"
"52885" "48.dat" 24 "c" 2692 "3"
"52886" "48.dat" 24 "c" 675 "4"
"52887" "48.dat" 24 "c" 2135 "5"
"52917" "48.dat" 22 "a" 699 "1"
"52918" "48.dat" 22 "a" 744 "2"
"52919" "48.dat" 22 "a" 546 "3"
"52920" "48.dat" 22 "a" 535 "4"
"52921" "48.dat" 22 "a" 631 "5"
"52978" "48.dat" 6 "a" 2019 "1"
"52979" "48.dat" 6 "a" 1134 "2"
"52980" "48.dat" 6 "a" 1216 "3"
"52981" "48.dat" 6 "a" 820 "4"
"52982" "48.dat" 6 "a" 808 "5"
"53021" "48.dat" 19 "b" 429 "1"
"53022" "48.dat" 19 "b" 658 "2"
"53023" "48.dat" 19 "b" 406 "3"
"53024" "48.dat" 19 "b" 477 "4"
"53025" "48.dat" 19 "b" 526 "5"
"53091" "48.dat" 15 "b" 722 "1"
"53092" "48.dat" 15 "b" 781 "2"
"53093" "48.dat" 15 "b" 476 "3"
"53094" "48.dat" 15 "b" 1884 "4"
"53095" "48.dat" 15 "b" 738 "5"
"53191" "48.dat" 11 "b" 555 "1"
"53192" "48.dat" 11 "b" 417 "2"
"53193" "48.dat" 11 "b" 438 "3"
"53194" "48.dat" 11 "b" 1438 "4"
"53195" "48.dat" 11 "b" 1849 "5"
"53299" "48.dat" 12 "c" 1105 "1"
"53300" "48.dat" 12 "c" 4973 "2"
"53301" "48.dat" 12 "c" 335 "3"
"53302" "48.dat" 12 "c" 407 "4"
"53303" "48.dat" 12 "c" 335 "5"
"533981" "48.dat" 16 "c" 1119 "1"
"533991" "48.dat" 16 "c" 394 "2"
"534001" "48.dat" 16 "c" 431 "3"
"53401" "48.dat" 16 "c" 581 "4"
"53402" "48.dat" 16 "c" 519 "5"
"534321" "48.dat" 5 "d" 521 "1"
"534331" "48.dat" 5 "d" 426 "2"
"534341" "48.dat" 5 "d" 418 "3"
"534351" "48.dat" 5 "d" 1871 "4"
"534361" "48.dat" 5 "d" 1089 "5"
"534841" "48.dat" 4 "c" 345 "1"
"534851" "48.dat" 4 "c" 906 "2"
"534861" "48.dat" 4 "c" 454 "3"
